pop_cd,year,month,avg_score,avg_rat,new_avg_rat,sex,ages,monthly_spend_rat,population,total_avg_score,total_avg_rat,total_num_opencard,total_num_usecard,total_monthly_card_spend,total_monthly_lc,total_monthly_loan,total_monthly_bk_loan,total_monthly_cd_loan,total_monthly_installments_loan,total_monthly_insurance_loan,total_monthly_sbk_loan,total_loan_commitment,total_inst_rep_loanb,total_ls_rep_loanb,total_credit_loan,total_mortgage_loan,total_credit_card_payment,total_credit_card_installments_payment,total_debit_card_payment,total_monthly_spend,date
Y35,2017,3,821,3,2,여자,30대,2,4148000,3405508000,12444000,17711960.0,9291520.0,6097560000000,282727680000000,237224120000000,174630800000000,6927160000000,14891320000000,12817320000000,5350920000000,30197440000000,109714600000000,87398360000000,96772840000000,351584480000000,3355732000000,1057740000000,1684088000000,5039820000000,2017-03-01
Y35,2017,4,821,3,2,여자,30대,1,4144000,3402224000,12432000,17694880.0,9324000.0,6754720000000,283408160000000,238238560000000,175042560000000,6961920000000,15125600000000,12763520000000,5387200000000,30209760000000,110064640000000,88101440000000,97425440000000,353234560000000,3696448000000,1181040000000,1877232000000,5573680000000,2017-04-01
Y35,2017,5,821,3,2,여자,30대,2,4143000,3401403000,12429000,17649180.0,9363180.0,6463080000000,284872680000000,239879700000000,176201790000000,7001670000000,15163380000000,12677580000000,5468760000000,30243900000000,110700960000000,89074500000000,98230530000000,355220820000000,3575409000000,1126896000000,1760775000000,5336184000000,2017-05-01
Y35,2017,6,821,3,2,여자,30대,1,4144000,3402224000,12432000,17653440.0,9365440.0,7044800000000,286018880000000,240932160000000,176865920000000,7044800000000,15332800000000,12597760000000,5552960000000,30334080000000,111100640000000,89593280000000,99041600000000,356466880000000,3878784000000,1210048000000,1955968000000,5834752000000,2017-06-01
Y35,2017,7,821,3,2,여자,30대,2,4144000,3402224000,12432000,17612000.0,9365440.0,6588960000000,287759360000000,243045600000000,178689280000000,7086240000000,15415680000000,12556320000000,5511520000000,30458400000000,112095200000000,90629280000000,100160480000000,359160480000000,3650864000000,1114736000000,1823360000000,5474224000000,2017-07-01
Y35,2017,8,821,3,2,여자,30대,1,4143000,3401403000,12429000,17607750.0,9363180.0,6835950000000,289057110000000,244809870000000,180303360000000,7084530000000,15411960000000,12429000000000,5634480000000,30823920000000,112772460000000,91311720000000,101586360000000,357830910000000,3799131000000,1180755000000,1856064000000,5655195000000,2017-08-01
Y35,2017,9,821,3,2,여자,30대,1,4144000,3402224000,12432000,17653440.0,9406880.0,6754720000000,289541280000000,245697760000000,181009920000000,7086240000000,15415680000000,12349120000000,5677280000000,31204320000000,113338400000000,91250880000000,103102720000000,356011040000000,3783472000000,1098160000000,1873088000000,5656560000000,2017-09-01
Y35,2017,10,822,3,2,여자,30대,1,4144000,3406368000,12432000,17653440.0,9406880.0,6796160000000,290577280000000,246899520000000,182045920000000,7086240000000,15415680000000,12307680000000,5801600000000,31535840000000,114084320000000,91458080000000,104097280000000,356674080000000,3783472000000,1168608000000,1844080000000,5627552000000,2017-10-01
Y35,2017,11,822,3,2,여자,30대,1,4140000,3403080000,12420000,17595000.0,9397800.0,6706800000000,291580200000000,248151600000000,183070800000000,7120800000000,15442200000000,12254400000000,5920200000000,31629600000000,114636600000000,92032200000000,105073200000000,357116400000000,3676320000000,1121940000000,1908540000000,5584860000000,2017-11-01
Y35,2017,12,822,3,2,여자,30대,1,4142000,3404724000,12426000,17603500.0,9402340.0,6917140000000,292922240000000,249224140000000,184029060000000,7124240000000,15532500000000,12218900000000,5923060000000,31810560000000,115106180000000,92532280000000,105910940000000,357537440000000,3760936000000,1271594000000,1884610000000,5645546000000,2017-12-01
Y40,2016,1,743,4,5,남자,40대,1,4856000,3608008000,19424000,20055280.0,12431360.0,9372080000000,477053440000000,409506480000000,325449120000000,6264240000000,22580400000000,16461840000000,4370400000000,74588160000000,188946960000000,136793520000000,169960000000000,485891360000000,5676664000000,1359680000000,2335736000000,8012400000000,2016-01-01
Y40,2016,2,779,4,5,남자,40대,1,5090000,3965110000,20360000,17916800.0,9976400.0,9263800000000,511443200000000,439063400000000,348614100000000,6718800000000,23566700000000,17204200000000,4581000000000,81338200000000,197084800000000,150918500000000,179524300000000,523557400000000,5456480000000,1465920000000,2341400000000,7797880000000,2016-02-01
Y40,2016,3,779,4,5,남자,40대,1,5094000,3968226000,20376000,17981820.0,9984240.0,8659800000000,513322380000000,440325360000000,349091820000000,6724080000000,23738040000000,17268660000000,4839300000000,81911520000000,197086860000000,151495560000000,180021960000000,526210200000000,5150034000000,1227654000000,2282112000000,7432146000000,2016-03-01
Y40,2016,4,780,4,5,남자,40대,1,5084000,3965520000,20336000,17997360.0,10015480.0,9405400000000,515466760000000,441697920000000,350033400000000,6710880000000,23742280000000,17336440000000,4982320000000,81801560000000,197360880000000,152825040000000,180227800000000,527566680000000,5602568000000,1347260000000,2455572000000,8058140000000,2016-04-01
Y40,2016,5,780,4,5,남자,40대,1,5088000,3968640000,20352000,17960640.0,10023360.0,9107520000000,519739200000000,445098240000000,352394880000000,6767040000000,24015360000000,17400960000000,5138880000000,81967680000000,198686400000000,154624320000000,181438080000000,531288960000000,5444160000000,1322880000000,2340480000000,7784640000000,2016-05-01
Y40,2016,6,781,4,5,남자,40대,1,5089000,3974509000,20356000,18015060.0,10076220.0,9770880000000,524421450000000,448951580000000,355059530000000,6870150000000,24325420000000,17506160000000,5343450000000,82187350000000,200506600000000,156232300000000,183102220000000,534955680000000,5908329000000,1358763000000,2503788000000,8412117000000,2016-06-01
Y40,2016,7,781,4,5,남자,40대,1,5095000,3979195000,20380000,17934400.0,10037150.0,9527650000000,528402450000000,452996450000000,357770900000000,6929200000000,24456000000000,17679650000000,5655450000000,82437100000000,202628150000000,157843100000000,184439000000000,539713350000000,5782825000000,1334890000000,2409935000000,8192760000000,2016-07-01
Y40,2016,8,782,4,5,남자,40대,1,5095000,3984290000,20380000,17985350.0,10088100.0,9986200000000,532121800000000,456664850000000,360624100000000,7031100000000,24659800000000,17730600000000,5808300000000,82589950000000,205073750000000,158913050000000,185610850000000,543840300000000,6022290000000,1528500000000,2435410000000,8457700000000,2016-08-01
Y40,2016,9,782,4,5,남자,40대,1,5099000,3987418000,20396000,18050460.0,10096020.0,10045030000000,536618760000000,460949600000000,363099790000000,7138600000000,24832130000000,18509370000000,5965830000000,82603800000000,208243160000000,159853650000000,186827360000000,547785570000000,6093305000000,1356334000000,2595391000000,8688696000000,2016-09-01
Y40,2016,10,783,4,5,남자,40대,1,5100000,3993300000,20400000,18054000.0,10098000.0,9384000000000,540039000000000,463794000000000,365160000000000,7191000000000,24888000000000,18717000000000,6018000000000,82824000000000,209253000000000,161466000000000,187272000000000,551157000000000,5686500000000,1300500000000,2397000000000,8083500000000,2016-10-01
Y40,2016,11,783,4,5,남자,40대,1,5101000,3994083000,20404000,18006530.0,10150990.0,9844930000000,544888820000000,468271800000000,368190180000000,7345440000000,25045910000000,18975720000000,6172210000000,83044280000000,211640490000000,163180990000000,188634980000000,556366070000000,5906958000000,1443583000000,2494389000000,8401347000000,2016-11-01
Y40,2016,12,783,4,5,남자,40대,1,5107000,3998781000,20428000,18027710.0,10162930.0,9754370000000,548849290000000,471580380000000,369746800000000,7456220000000,25381790000000,19406600000000,6332680000000,83244100000000,213319390000000,164496470000000,189776120000000,560493250000000,5893478000000,1424853000000,2436039000000,8329517000000,2016-12-01
Y40,2017,1,784,3,5,남자,40대,1,5137000,4027408000,15411000,18030870.0,10171260.0,10530850000000,554796000000000,476559490000000,372689350000000,7551390000000,25890480000000,19880190000000,6472620000000,84041320000000,215240300000000,166644280000000,191404620000000,566970690000000,6462346000000,1494867000000,2573637000000,9035983000000,2017-01-01
Y40,2017,2,784,3,5,남자,40대,1,5140000,4029760000,15420000,18041400.0,10228600.0,10331400000000,556405000000000,477351800000000,372033200000000,7658600000000,25957000000000,19994600000000,7144600000000,83884800000000,215314600000000,167512600000000,191619200000000,568741000000000,6327340000000,1542000000000,2462060000000,8789400000000,2017-02-01
Y40,2017,3,784,3,5,남자,40대,1,5138000,4028192000,15414000,18085760.0,10224620.0,9505300000000,558192320000000,478912980000000,373070180000000,7707000000000,26049660000000,20089580000000,7193200000000,83852160000000,216258420000000,168115360000000,192161200000000,570934560000000,5857320000000,1346156000000,2301824000000,8159144000000,2017-03-01
Y40,2017,4,784,3,5,남자,40대,1,5130000,4021920000,15390000,18108900.0,10260000.0,10465200000000,559170000000000,479911500000000,373310100000000,7797600000000,26419500000000,20058300000000,7182000000000,83772900000000,216793800000000,168674400000000,192631500000000,572764500000000,6443280000000,1446660000000,2575260000000,9018540000000,2017-04-01
Y40,2017,5,785,3,4,남자,40대,1,5129000,4026265000,15387000,18105370.0,10258000.0,10052840000000,561625500000000,482126000000000,374776030000000,7847370000000,26619510000000,20003100000000,7231890000000,83705280000000,218085080000000,169616030000000,193619750000000,574909610000000,6175316000000,1446378000000,2431146000000,8606462000000,2017-05-01
Y40,2017,6,785,3,4,남자,40대,1,5129000,4026265000,15387000,18156660.0,10309289.999999998,10873480000000,564138710000000,484075020000000,375699250000000,7949950000000,26978540000000,19951810000000,7334470000000,83653990000000,219110880000000,170539250000000,194799420000000,576961210000000,6729248000000,1502797000000,2641435000000,9370683000000,2017-06-01
Y40,2017,7,785,3,4,남자,40대,1,5133000,4029405000,15399000,18170820.0,10317329.999999998,10368660000000,568120440000000,487891650000000,378712740000000,8007480000000,27204900000000,19967370000000,7237530000000,83924550000000,221232300000000,172006830000000,196080600000000,580593630000000,6436782000000,1432107000000,2499771000000,8936553000000,2017-07-01
Y40,2017,8,786,3,4,남자,40대,1,5136000,4036896000,15408000,18181440.0,10374720.0,11093760000000,571431360000000,491104320000000,381450720000000,8114880000000,27374880000000,19927680000000,7344480000000,84641280000000,222645600000000,172980480000000,198403680000000,581241120000000,6810336000000,1669200000000,2614224000000,9424560000000,2017-08-01
Y40,2017,9,786,3,4,남자,40대,1,5135000,4036110000,15405000,18280600.0,10424049.999999998,10783500000000,573630850000000,493268100000000,383173700000000,8164650000000,27523600000000,19872450000000,7394400000000,85292350000000,223783300000000,173254900000000,200727150000000,581025250000000,6737120000000,1417260000000,2629120000000,9366240000000,2017-09-01
Y40,2017,10,786,3,4,남자,40대,1,5135000,4036110000,15405000,18280600.0,10424049.999999998,10578100000000,576249700000000,495424800000000,384765550000000,8164650000000,27523600000000,19872450000000,7548450000000,85857200000000,225272450000000,173460300000000,202319000000000,582514400000000,6593340000000,1458340000000,2526420000000,9119760000000,2017-10-01
Y40,2017,11,786,3,4,남자,40대,1,5138000,4038468000,15414000,18291280.0,10481520.0,10584280000000,579412260000000,498437380000000,386788640000000,8323560000000,27796580000000,19935440000000,7809760000000,86010120000000,226739940000000,174640620000000,204235500000000,584755780000000,6484156000000,1454054000000,2646070000000,9130226000000,2017-11-01
Y40,2017,12,787,3,4,남자,40대,1,5160000,4060920000,15480000,18369600.0,10526400.0,10784400000000,584886000000000,502738800000000,390044400000000,8410800000000,28122000000000,20124000000000,7894800000000,86636400000000,228897600000000,176110800000000,206348400000000,588756000000000,6625440000000,1589280000000,2569680000000,9195120000000,2017-12-01
Y45,2016,1,764,4,5,여자,40대,2,4515000,3449460000,18060000,19188750.0,11829300.0,7449750000000,348603150000000,295100400000000,220512600000000,7675500000000,14628600000000,18060000000000,2979900000000,38016300000000,143396400000000,102580800000000,95040750000000,427841400000000,3928050000000,1530585000000,1991115000000,5919165000000,2016-01-01
Y45,2016,2,808,3,3,여자,40대,2,4708000,3804064000,14124000,17749160.0,10122200.0,7391560000000,375086360000000,317413360000000,236906560000000,7909440000000,15018520000000,19302800000000,3013120000000,39735520000000,151833000000000,114498560000000,98303040000000,456299360000000,3827604000000,1553640000000,2010316000000,5837920000000,2016-02-01
Y45,2016,3,809,3,3,여자,40대,2,4712000,3812008000,14136000,17858480.0,10130800.0,7020880000000,376300320000000,318060000000000,237154960000000,7916160000000,15031280000000,19319200000000,3204160000000,40146240000000,151867760000000,114642960000000,98622160000000,458242000000000,3642376000000,1394752000000,1983752000000,5626128000000,2016-03-01
Y45,2016,4,809,3,3,여자,40대,2,4702000,3803918000,14106000,17867600.0,10156320.0,7570220000000,378087820000000,319218780000000,237968220000000,7899360000000,15093420000000,19419260000000,3338420000000,40108060000000,152156720000000,115575160000000,98836040000000,459291360000000,3940276000000,1537554000000,2092390000000,6032666000000,2016-04-01
Y45,2016,5,810,3,3,여자,40대,2,4705000,3811050000,14115000,17879000.0,10162800.0,7245700000000,381528450000000,321916100000000,239766800000000,7998500000000,15197150000000,19478700000000,3387600000000,40180700000000,153288900000000,117013350000000,99604850000000,462595600000000,3792230000000,1449140000000,2004330000000,5796560000000,2016-05-01
Y45,2016,6,810,3,3,여자,40대,1,4705000,3811050000,14115000,17926050.0,10209850.0,7857350000000,385386550000000,324974350000000,241789950000000,8045550000000,15432400000000,19666900000000,3481700000000,40321850000000,154747450000000,118377800000000,100687000000000,465889100000000,4149810000000,1533830000000,2173710000000,6323520000000,2016-06-01
Y45,2016,7,810,3,3,여자,40대,2,4708000,3813480000,14124000,17890400.0,10216360.0,7532800000000,388033360000000,327770960000000,243450680000000,8097760000000,15536400000000,19820680000000,3672240000000,40441720000000,156164360000000,119536120000000,101457400000000,469764240000000,4015924000000,1454772000000,2062104000000,6078028000000,2016-07-01
Y45,2016,8,811,3,3,여자,40대,1,4706000,3816566000,14118000,17929860.0,10259080.0,7906080000000,390833300000000,330596500000000,245417900000000,8141380000000,15623920000000,19906380000000,3764800000000,40471600000000,157933360000000,120520660000000,102120200000000,473282420000000,4230694000000,1590628000000,2084758000000,6315452000000,2016-08-01
Y45,2016,9,811,3,3,여자,40대,1,4709000,3818999000,14127000,17988380.0,10265620.0,8052390000000,394331660000000,333962280000000,247128320000000,8240750000000,15822240000000,20578330000000,3861380000000,40497400000000,160153090000000,121445110000000,103268370000000,477210060000000,4341698000000,1506880000000,2203812000000,6545510000000,2016-09-01
Y45,2016,10,811,3,3,여자,40대,2,4709000,3818999000,14127000,17988380.0,10312710.0,7534400000000,397251240000000,336410960000000,248635200000000,8287840000000,15869330000000,20813780000000,3908470000000,40638670000000,161094890000000,122857810000000,103550910000000,480082550000000,4026195000000,1459790000000,2048415000000,6074610000000,2016-10-01
Y45,2016,11,812,3,3,여자,40대,2,4709000,3823708000,14127000,17988380.0,10312710.0,7911120000000,401065530000000,339707260000000,250565890000000,8382020000000,16010600000000,21096320000000,4049740000000,40732850000000,162884310000000,124176330000000,104445620000000,484273560000000,4176883000000,1619896000000,2114341000000,6291224000000,2016-11-01
Y45,2016,12,812,3,3,여자,40대,2,4716000,3829392000,14148000,18015120.0,10328040.0,7922880000000,404491320000000,342523080000000,251834400000000,8535960000000,16223040000000,21504960000000,4150080000000,40887720000000,164305440000000,125256960000000,105355440000000,487917360000000,4159512000000,1660032000000,2103336000000,6262848000000,2016-12-01
Y45,2017,1,812,3,3,여자,40대,1,4742000,3850504000,14226000,18067020.0,10384980.0,8298500000000,408997500000000,346355680000000,253791840000000,8630440000000,16549580000000,21955460000000,4267800000000,41350240000000,165922580000000,126848500000000,106457900000000,493452520000000,4481190000000,1678668000000,2138642000000,6619832000000,2017-01-01
Y45,2017,2,812,3,3,여자,40대,1,4741000,3849692000,14223000,18063210.0,10382790.0,8154520000000,410570600000000,347278250000000,253264220000000,8723440000000,16640910000000,22093060000000,4883230000000,41294110000000,165935000000000,127817360000000,106862140000000,495197450000000,4461281000000,1630904000000,2062335000000,6523616000000,2017-02-01
Y45,2017,3,812,3,3,여자,40대,2,4733000,3843196000,14199000,18080060.0,10412600.0,7714790000000,411155710000000,347922830000000,253594140000000,8756050000000,16660160000000,22245100000000,4969650000000,41271760000000,166364950000000,128027650000000,107249780000000,496160390000000,4183972000000,1509827000000,2020991000000,6204963000000,2017-03-01
Y45,2017,4,812,3,3,여자,40대,1,4719000,3831828000,14157000,18120960.0,10428990.0,8399820000000,411260850000000,348356580000000,253363110000000,8824530000000,16894020000000,22226490000000,4954950000000,41149680000000,166816650000000,128120850000000,107593200000000,496910700000000,4544397000000,1637493000000,2217930000000,6762327000000,2017-04-01
Y45,2017,5,813,3,2,여자,40대,1,4714000,3832482000,14142000,18101760.0,10417940.0,7919520000000,412475000000000,349731660000000,254226020000000,8862320000000,17017540000000,22155800000000,5043980000000,41058940000000,167724120000000,128692200000000,108327720000000,498646920000000,4327452000000,1550906000000,2041162000000,6368614000000,2017-05-01
Y45,2017,6,812,3,3,여자,40대,1,4710000,3824520000,14130000,18133500.0,10456200.0,8713500000000,413585100000000,350706600000000,254481300000000,8949000000000,17238600000000,22137000000000,5133900000000,41024100000000,168476700000000,128818500000000,108942300000000,499542600000000,4742970000000,1667340000000,2303190000000,7046160000000,2017-06-01
Y45,2017,7,813,3,2,여자,40대,1,4712000,3830856000,14136000,18141200.0,10507760.0,8198880000000,415739760000000,352928800000000,256144320000000,8999920000000,17387280000000,22099280000000,5136080000000,41135760000000,169867600000000,129485760000000,109883840000000,502440560000000,4509384000000,1550248000000,2139248000000,6648632000000,2017-07-01
Y45,2017,8,813,3,2,여자,40대,1,4712000,3830856000,14136000,18188320.0,10554880.000000002,8717200000000,417247600000000,354578000000000,257369440000000,9047040000000,17528640000000,22052160000000,5230320000000,41182880000000,170857120000000,130051200000000,110873360000000,502723280000000,4810952000000,1705744000000,2200504000000,7011456000000,2017-08-01
Y45,2017,9,813,3,2,여자,40대,1,4709000,3828417000,14127000,18270920.0,10595250.0,8570380000000,417641210000000,355058600000000,257393940000000,9135460000000,17611660000000,22038120000000,5368260000000,41250840000000,171690140000000,129497500000000,111980020000000,501555590000000,4774926000000,1544552000000,2250902000000,7025828000000,2017-09-01
Y45,2017,10,814,3,2,여자,40대,1,4707000,3831498000,14121000,18310230.0,10590750.0,8472600000000,418593510000000,355896270000000,257708250000000,9178650000000,17698320000000,22028760000000,5507190000000,41468670000000,172841040000000,128971800000000,112826790000000,502189830000000,4692879000000,1628622000000,2151099000000,6843978000000,2017-10-01
Y45,2017,11,814,3,2,여자,40대,1,4709000,3833126000,14127000,18318010.0,10642339.999999998,8429110000000,420231160000000,357413100000000,258524100000000,9276730000000,17894200000000,22085210000000,5697890000000,41486290000000,173856280000000,129309140000000,113863620000000,503533370000000,4558312000000,1615187000000,2255611000000,6813923000000,2017-11-01
Y45,2017,12,814,3,2,여자,40대,1,4732000,3851848000,14196000,18407480.0,10694319.999999998,8706880000000,423939880000000,360436440000000,260591240000000,9369360000000,18076240000000,22335040000000,5773040000000,41783560000000,175604520000000,130224640000000,115176880000000,506797200000000,4679948000000,1798160000000,2228772000000,6908720000000,2017-12-01
Y50,2016,1,743,4,5,남자,50대,1,4644000,3450492000,18576000,16486200.0,10820520.0,7662600000000,493146360000000,429848640000000,346442400000000,5108400000000,18668880000000,13003200000000,3018600000000,88514640000000,163608120000000,170202600000000,157478040000000,530716320000000,4383936000000,1263168000000,2015496000000,6399432000000,2016-01-01
Y50,2016,2,781,4,5,남자,50대,2,4788000,3739428000,19152000,13454280.0,7660800.0,6990480000000,512076600000000,446959800000000,360967320000000,5123160000000,18194400000000,12688200000000,2872800000000,93605400000000,163270800000000,182662200000000,157956120000000,559286280000000,3902220000000,1254456000000,1833804000000,5736024000000,2016-02-01
Y50,2016,3,782,4,5,남자,50대,2,4800000,3753600000,19200000,13488000.0,7728000.000000001,6528000000000,513072000000000,447552000000000,360912000000000,5184000000000,18336000000000,12720000000000,3024000000000,94464000000000,163104000000000,182400000000000,158352000000000,561696000000000,3715200000000,1056000000000,1756800000000,5472000000000,2016-03-01
Y50,2016,4,782,4,5,남자,50대,2,4819000,3768458000,19276000,13589580.0,7758590.000000001,7180310000000,517656980000000,451106590000000,363497170000000,5204520000000,18504960000000,12818540000000,3180540000000,94837920000000,164568850000000,184085800000000,159364330000000,566232500000000,4120245000000,1161379000000,1898686000000,6018931000000,2016-04-01
Y50,2016,5,782,4,5,남자,50대,2,4831000,3777842000,19324000,13623420.0,7777910.000000001,7004950000000,521506450000000,454065690000000,365465150000000,5265790000000,18792590000000,12850460000000,3285080000000,95074080000000,165799920000000,185510400000000,160534130000000,569719830000000,4004899000000,1159440000000,1840611000000,5845510000000,2016-05-01
Y50,2016,6,783,4,5,남자,50대,2,4842000,3791286000,19368000,13654440.0,7844040.000000001,7456680000000,525841200000000,457762680000000,367798320000000,5326200000000,19077480000000,12976560000000,3389400000000,95387400000000,167436360000000,187094880000000,161868060000000,573825420000000,4309380000000,1176606000000,1970694000000,6280074000000,2016-06-01
Y50,2016,7,783,4,5,남자,50대,2,4852000,3799116000,19408000,13682640.0,7860240.000000001,7375040000000,529062080000000,460891480000000,369673880000000,5434240000000,19213920000000,13100400000000,3590480000000,95584400000000,169043680000000,188403160000000,162687560000000,578212840000000,4284316000000,1169332000000,1921392000000,6205708000000,2016-07-01
Y50,2016,8,784,3,5,남자,50대,2,4861000,3811024000,14583000,13708020.0,7874820.000000001,7631770000000,532279500000000,463933840000000,371672060000000,5492930000000,19395390000000,13221920000000,3694360000000,95761700000000,170815540000000,189384560000000,163669870000000,581910310000000,4370039000000,1346497000000,1915234000000,6285273000000,2016-08-01
Y50,2016,9,784,4,5,남자,50대,2,4870000,3818080000,19480000,13782100.0,7938099.999999999,7645900000000,535992200000000,467325200000000,373334200000000,5600500000000,19577400000000,13830800000000,3847300000000,95841600000000,173128500000000,190173500000000,164800800000000,585227900000000,4421960000000,1207760000000,2016180000000,6438140000000,2016-09-01
Y50,2016,10,784,3,5,남자,50대,2,4877000,3823568000,14631000,13801910.0,7949509.999999999,7364270000000,538957270000000,469752640000000,374797450000000,5657320000000,19654310000000,13996990000000,3901600000000,96076900000000,174157670000000,191422250000000,165330300000000,588068660000000,4262498000000,1189988000000,1911784000000,6174282000000,2016-10-01
Y50,2016,11,785,3,4,남자,50대,2,4886000,3835510000,14658000,13827380.0,7964179.999999999,7671020000000,543225480000000,473502260000000,377052620000000,5814340000000,19788300000000,14169400000000,4006520000000,96400780000000,175993720000000,192801560000000,166466020000000,592818380000000,4382742000000,1294790000000,1993488000000,6376230000000,2016-11-01
Y50,2016,12,785,3,4,남자,50대,2,4895000,3842575000,14685000,13852850.0,8027799.999999999,7587250000000,546673600000000,476332450000000,378383500000000,5922950000000,20069500000000,14440250000000,4111800000000,96627300000000,177345850000000,193890950000000,167409000000000,596455750000000,4356550000000,1238435000000,1992265000000,6348815000000,2016-12-01
Y50,2017,1,786,3,4,남자,50대,1,4926000,3871836000,14778000,13891320.0,8078639.999999999,8127900000000,552056820000000,480826860000000,381026100000000,6009720000000,20541420000000,14679480000000,4236360000000,97584060000000,179158620000000,195660720000000,168961800000000,602449800000000,4773294000000,1305390000000,2049216000000,6822510000000,2017-01-01
Y50,2017,2,785,3,4,남자,50대,2,4930000,3870050000,14790000,13951900.0,8085199.999999999,7937300000000,553047400000000,481168000000000,380250900000000,6162500000000,20656700000000,14790000000000,4634200000000,97367500000000,179501300000000,195721000000000,169246900000000,603678500000000,4629270000000,1355750000000,1952280000000,6581550000000,2017-02-01
Y50,2017,3,785,3,4,남자,50대,2,4942000,3879470000,14826000,14035280.0,8104879.999999999,7264740000000,555431380000000,483129920000000,381522400000000,6276340000000,20855240000000,14875420000000,4694900000000,97653920000000,180531260000000,196296240000000,170054220000000,606482240000000,4260004000000,1161370000000,1843366000000,6103370000000,2017-03-01
Y50,2017,4,785,3,4,남자,50대,1,4949000,3884965000,14847000,14104650.0,8165850.0,8165850000000,557504850000000,484853530000000,382260760000000,6384210000000,21132230000000,14896490000000,4751040000000,97693260000000,181727280000000,196772240000000,170740500000000,609568330000000,4810428000000,1276842000000,2078580000000,6889008000000,2017-04-01
Y50,2017,5,786,3,4,남자,50대,1,4956000,3895416000,14868000,14124600.0,8226960.0,7929600000000,559631520000000,486629640000000,383396160000000,6442800000000,21310800000000,14917560000000,4757760000000,97682760000000,182975520000000,197248800000000,171725400000000,611768640000000,4663596000000,1278648000000,1987356000000,6650952000000,2017-05-01
Y50,2017,6,786,3,4,남자,50대,1,4961000,3899346000,14883000,14188460.0,8235260.0,8483310000000,561982080000000,488509670000000,384328670000000,6548520000000,21629960000000,14932610000000,4812170000000,97632480000000,184350760000000,197646240000000,172791630000000,613774920000000,5005649000000,1324587000000,2153074000000,7158723000000,2017-06-01
Y50,2017,7,786,3,4,남자,50대,1,4964000,3901704000,14892000,14197040.0,8289880.0,8190600000000,564357160000000,490592120000000,385702800000000,6651760000000,21841600000000,14991280000000,4815080000000,97741160000000,185852160000000,198162880000000,173541440000000,616379880000000,4859756000000,1275748000000,2055096000000,6914852000000,2017-07-01
Y50,2017,8,786,3,4,남자,50대,1,4970000,3906420000,14910000,14263900.0,8299900.0,8697500000000,566679400000000,492477300000000,386964200000000,6709500000000,22017100000000,15009400000000,4870600000000,97809600000000,187070800000000,198601200000000,174745200000000,617423100000000,5054490000000,1486030000000,2156980000000,7211470000000,2017-08-01
Y50,2017,9,786,3,4,남자,50대,1,4962000,3900132000,14886000,14340180.0,8385780.0,8435400000000,567503940000000,492974700000000,387135240000000,6797940000000,22130520000000,14985240000000,4962000000000,97652160000000,187861320000000,198380760000000,176002140000000,616528500000000,4986810000000,1270272000000,2178318000000,7165128000000,2017-09-01
Y50,2017,10,787,3,4,남자,50대,1,4962000,3905094000,14886000,14389800.0,8385780.0,8435400000000,568893300000000,493818240000000,387681060000000,6847560000000,22180140000000,14935620000000,5110860000000,97850640000000,188655240000000,198281520000000,176895300000000,617123940000000,4981848000000,1324854000000,2128698000000,7110546000000,2017-10-01
Y50,2017,11,786,3,4,남자,50대,1,4965000,3902490000,14895000,14398500.0,8440500.0,8440500000000,570528150000000,495209100000000,388411950000000,7000650000000,22441800000000,14994300000000,5312550000000,97661550000000,189613350000000,198699300000000,178144200000000,618092850000000,4870665000000,1330620000000,2239215000000,7109880000000,2017-11-01
Y50,2017,12,787,3,4,남자,50대,1,5000000,3935000000,15000000,14450000.0,8500000.0,8600000000000,576600000000000,500050000000000,391950000000000,7100000000000,22800000000000,15200000000000,5400000000000,98500000000000,191750000000000,200550000000000,180300000000000,623250000000000,5005000000000,1400000000000,2195000000000,7200000000000,2017-12-01
Y55,2016,1,770,3,5,여자,50대,3,4400000,3388000000,13200000,16500000.0,10648000.0,5808000000000,376772000000000,324544000000000,244684000000000,5940000000000,11792000000000,16808000000000,1936000000000,47432000000000,136400000000000,132132000000000,87340000000000,457512000000000,2842400000000,1478400000000,1487200000000,4329600000000,2016-01-01
Y55,2016,2,811,3,3,여자,50대,3,4464000,3620304000,13392000,13704480.0,7856640.0,5222880000000,385153920000000,331719840000000,250876800000000,5847840000000,11249280000000,16606080000000,1874880000000,49416480000000,134857440000000,139008960000000,87672960000000,467648640000000,2522160000000,1374912000000,1325808000000,3847968000000,2016-02-01
Y55,2016,3,811,3,3,여자,50대,3,4475000,3629225000,13425000,13783000.0,7876000.0,4877750000000,386371500000000,332447750000000,251047500000000,5907000000000,11321750000000,16691750000000,2013750000000,49896250000000,135010750000000,139038250000000,87844250000000,470188250000000,2398600000000,1212725000000,1266425000000,3665025000000,2016-03-01
Y55,2016,4,812,3,3,여자,50대,3,4491000,3646692000,13473000,13922100.0,7949070.0,5434110000000,389908620000000,335118420000000,252708570000000,5928120000000,11452050000000,16841250000000,2110770000000,50029740000000,136346760000000,140119200000000,88382880000000,473575950000000,2645199000000,1378737000000,1410174000000,4055373000000,2016-04-01
Y55,2016,5,812,3,3,여자,50대,3,4501000,3654812000,13503000,13953100.0,8011780.0,5266170000000,393522430000000,338070110000000,254666580000000,5986330000000,11612580000000,16968770000000,2160480000000,50141140000000,137595570000000,141646470000000,89074790000000,477241030000000,2592576000000,1332296000000,1341298000000,3933874000000,2016-05-01
