pop_cd,year,month,avg_score,avg_rat,new_avg_rat,city,ages,monthly_spend_rat,population,total_avg_score,total_avg_rat,total_num_opencard,total_num_usecard,total_monthly_card_spend,total_monthly_lc,total_monthly_loan,total_monthly_bk_loan,total_monthly_cd_loan,total_monthly_installments_loan,total_monthly_insurance_loan,total_monthly_sbk_loan,total_loan_commitment,total_inst_rep_loanb,total_ls_rep_loanb,total_credit_loan,total_mortgage_loan,total_credit_card_payment,total_credit_card_installments_payment,total_debit_card_payment,total_monthly_spend,date
L113,2016,5,793,3,4,충남,30대,2,329000,260897000,987000,1279810.0,677740.0,477050000000,24066350000000,19917660000000,14397040000000,378350000000,1645000000000,977130000000,407960000000,2855720000000,8961960000000,7550550000000,8741530000000,24267040000000,267477000000,69748000000,139825000000,407302000000,2016-05-01
L113,2016,6,793,3,4,충남,30대,2,330000,261690000,990000,1283700.0,679800.0,514800000000,24357300000000,20271900000000,14632200000000,386100000000,1669800000000,983400000000,415800000000,2867700000000,9048600000000,7794600000000,8840700000000,24660900000000,288750000000,75900000000,150150000000,438900000000,2016-06-01
L113,2016,7,793,3,4,충남,30대,2,332000,263276000,996000,1284840.0,683920.0,494680000000,24607840000000,20520920000000,14787280000000,395080000000,1683240000000,996000000000,438240000000,2885080000000,9139960000000,7921520000000,8890960000000,25009560000000,281536000000,72708000000,140436000000,421972000000,2016-07-01
L113,2016,8,794,3,4,충남,30대,2,333000,264402000,999000,1288710.0,685980.0,509490000000,24838470000000,20815830000000,15031620000000,402930000000,1694970000000,995670000000,452880000000,2910420000000,9227430000000,8101890000000,8997660000000,25347960000000,284049000000,77589000000,147852000000,431901000000,2016-08-01
L113,2016,9,794,3,4,충남,30대,2,334000,265196000,1002000,1292580.0,688040.0,517700000000,25103440000000,21128840000000,15176960000000,407480000000,1713420000000,1035400000000,464260000000,2929180000000,9455540000000,8166300000000,9118200000000,25721340000000,288910000000,72812000000,155978000000,444888000000,2016-09-01
L113,2016,10,794,3,4,충남,30대,2,335000,265990000,1005000,1296450.0,690100.0,492450000000,25111600000000,21121750000000,15091750000000,412050000000,1721900000000,1045200000000,469000000000,2951350000000,9369950000000,8220900000000,9202450000000,25667700000000,274365000000,69345000000,148740000000,423105000000,2016-10-01
L113,2016,11,794,3,4,충남,30대,2,335000,265990000,1005000,1293100.0,690100.0,515900000000,25262350000000,21383050000000,15276000000000,422100000000,1731950000000,1051900000000,448900000000,2974800000000,9570950000000,8254400000000,9373300000000,25989300000000,288100000000,76715000000,151085000000,439185000000,2016-11-01
L113,2016,12,794,3,4,충남,30대,2,336000,266784000,1008000,1296960.0,692160.0,514080000000,25374720000000,21537600000000,15351840000000,430080000000,1747200000000,1065120000000,463680000000,2983680000000,9673440000000,8285760000000,9492000000000,26204640000000,285600000000,79968000000,148512000000,434112000000,2016-12-01
L113,2017,1,794,3,4,충남,30대,1,336000,266784000,1008000,1293600.0,692160.0,537600000000,25468800000000,21661920000000,15378720000000,436800000000,1770720000000,1075200000000,467040000000,2997120000000,9649920000000,8423520000000,9522240000000,26423040000000,307440000000,77616000000,152544000000,459984000000,2017-01-01
L113,2017,2,795,3,4,충남,30대,1,324000,257580000,972000,1276560.0,683640.0,515160000000,24747120000000,21001680000000,14810040000000,421200000000,1717200000000,1053000000000,502200000000,2886840000000,9366840000000,8181000000000,9214560000000,25651080000000,292896000000,74196000000,148068000000,440964000000,2017-02-01
L113,2017,3,795,3,4,충남,30대,2,325000,258375000,975000,1280500.0,682500.0,484250000000,24898250000000,21170500000000,14924000000000,422500000000,1725750000000,1072500000000,516750000000,2895750000000,9506250000000,8196500000000,9350250000000,25847250000000,273975000000,69875000000,140400000000,414375000000,2017-03-01
L113,2017,4,796,3,4,충남,30대,1,325000,258700000,975000,1283750.0,685750.0,539500000000,24973000000000,21251750000000,14946750000000,429000000000,1745250000000,1085500000000,516750000000,2899000000000,9574500000000,8212750000000,9438000000000,25941500000000,308100000000,78000000000,153400000000,461500000000,2017-04-01
L113,2017,5,796,3,4,충남,30대,1,326000,259496000,978000,1284440.0,687860.0,518340000000,25176980000000,21502960000000,15084020000000,433580000000,1763660000000,1088840000000,547680000000,2878580000000,9633300000000,8420580000000,9532240000000,26203880000000,295356000000,74654000000,148330000000,443686000000,2017-05-01
L113,2017,6,795,3,4,충남,30대,1,327000,259965000,981000,1288380.0,693240.0,562440000000,25231320000000,21598350000000,15055080000000,444720000000,1782150000000,1085640000000,568980000000,2884140000000,9656310000000,8485650000000,9587640000000,26346390000000,320460000000,80442000000,161538000000,481998000000,2017-06-01
L113,2017,7,796,3,4,충남,30대,1,328000,261088000,984000,1289040.0,692080.0,528080000000,25321600000000,21716880000000,15124080000000,449360000000,1784320000000,1085680000000,564160000000,2902800000000,9744880000000,8498480000000,9613680000000,26449920000000,301760000000,74784000000,151536000000,453296000000,2017-07-01
L113,2017,8,796,3,4,충남,30대,1,330000,262680000,990000,1300200.0,699600.0,561000000000,25489200000000,21888900000000,15170100000000,458700000000,1801800000000,1089000000000,574200000000,2943600000000,9933000000000,8434800000000,9817500000000,26449500000000,317130000000,82170000000,161700000000,478830000000,2017-08-01
L113,2017,9,796,3,4,충남,30대,1,331000,263476000,993000,1304140.0,701720.0,556080000000,25553200000000,21968470000000,15176350000000,466710000000,1810570000000,1085680000000,589180000000,2985620000000,10062400000000,8334580000000,9999510000000,26357530000000,316105000000,75137000000,164838000000,480943000000,2017-09-01
L113,2017,10,796,3,4,충남,30대,1,331000,263476000,993000,1304140.0,701720.0,546150000000,25655810000000,22074390000000,15255790000000,470020000000,1807260000000,1075750000000,585870000000,3005480000000,10128600000000,8357750000000,10045850000000,26489930000000,314119000000,76792000000,155239000000,469358000000,2017-10-01
L113,2017,11,796,3,4,충남,30대,1,332000,264272000,996000,1304760.0,703840.0,551120000000,25736640000000,22204160000000,15325120000000,478080000000,1822680000000,1072360000000,610880000000,3014560000000,10292000000000,8313280000000,10179120000000,26636360000000,310088000000,74700000000,166332000000,476420000000,2017-11-01
L113,2017,12,796,3,4,충남,30대,1,332000,264272000,996000,1304760.0,703840.0,554440000000,25753240000000,22224080000000,15325120000000,481400000000,1822680000000,1072360000000,607560000000,3031160000000,10301960000000,8306640000000,10199040000000,26633040000000,313740000000,84660000000,156040000000,469780000000,2017-12-01
L123,2016,1,744,4,5,전북,30대,2,223000,165912000,892000,1052560.0,564190.0,323350000000,12200330000000,10440860000000,7086940000000,223000000000,1023570000000,561960000000,187320000000,2122960000000,4279370000000,3688420000000,5302940000000,12902780000000,175501000000,52405000000,95444000000,270945000000,2016-01-01
L123,2016,2,786,3,4,전북,30대,2,247000,194142000,741000,1081860.0,540930.0,340860000000,14595230000000,12483380000000,8459750000000,274170000000,1153490000000,711360000000,212420000000,2489760000000,5085730000000,4485520000000,6142890000000,15439970000000,188214000000,56563000000,96083000000,284297000000,2016-02-01
L123,2016,3,786,3,4,전북,30대,2,247000,194142000,741000,1084330.0,540930.0,328510000000,14743430000000,12527840000000,8481980000000,276640000000,1158430000000,721240000000,224770000000,2497170000000,5103020000000,4502810000000,6179940000000,15437500000000,180310000000,51376000000,96824000000,277134000000,2016-03-01
L123,2016,4,786,3,4,전북,30대,2,246000,193356000,738000,1079940.0,541200.0,361620000000,14956800000000,12504180000000,8455020000000,275520000000,1151280000000,730620000000,228780000000,2484600000000,5084820000000,4514100000000,6174600000000,15269220000000,199260000000,59286000000,103074000000,302334000000,2016-04-01
L123,2016,5,786,3,4,전북,30대,2,246000,193356000,738000,1077480.0,541200.0,349320000000,15057660000000,12592740000000,8499300000000,280440000000,1156200000000,733080000000,233700000000,2487060000000,5124180000000,4558380000000,6213960000000,15350400000000,195078000000,56334000000,97908000000,292986000000,2016-05-01
L123,2016,6,786,3,4,전북,30대,2,245000,192570000,735000,1073100.0,541450.0,372400000000,15079750000000,12646900000000,8513750000000,286650000000,1163750000000,737450000000,242550000000,2486750000000,5169500000000,4561900000000,6267100000000,15400700000000,209230000000,58065000000,105105000000,314335000000,2016-06-01
L123,2016,7,786,3,4,전북,30대,2,245000,192570000,735000,1068200.0,539000.0,357700000000,15261050000000,12752250000000,8572550000000,289100000000,1168650000000,739900000000,254800000000,2484300000000,5223400000000,4615800000000,6311200000000,15533000000000,202860000000,55370000000,99470000000,302330000000,2016-07-01
L123,2016,8,788,3,4,전북,30대,2,245000,193060000,735000,1065750.0,539000.0,367500000000,15359050000000,12896800000000,8685250000000,291550000000,1180900000000,742350000000,254800000000,2489200000000,5294450000000,4681950000000,6372450000000,15716750000000,205065000000,60270000000,102165000000,307230000000,2016-08-01
L123,2016,9,788,3,4,전북,30대,2,245000,193060000,735000,1065750.0,541450.0,369950000000,15471750000000,13002150000000,8744050000000,294000000000,1188250000000,766850000000,264600000000,2494100000000,5360600000000,4718700000000,6409200000000,15807400000000,207025000000,55125000000,107800000000,314825000000,2016-09-01
L123,2016,10,788,3,4,전북,30대,2,244000,192272000,732000,1061400.0,536800.0,348920000000,15445200000000,12993000000000,8740080000000,292800000000,1178520000000,771040000000,268400000000,2493680000000,5336280000000,4736040000000,6402560000000,15781920000000,193980000000,52704000000,102236000000,296216000000,2016-10-01
L123,2016,11,788,3,4,전북,30대,2,244000,192272000,732000,1056520.0,536800.0,368440000000,15589160000000,13088160000000,8793760000000,297680000000,1180960000000,775920000000,275720000000,2496120000000,5387520000000,4777520000000,6439160000000,15889280000000,205204000000,58804000000,104432000000,309636000000,2016-11-01
L123,2016,12,788,3,4,전북,30대,2,244000,192272000,732000,1056520.0,536800.0,363560000000,15642840000000,13185760000000,8847440000000,302560000000,1190720000000,788120000000,283040000000,2508320000000,5441200000000,4801920000000,6500160000000,16018600000000,200812000000,60756000000,101992000000,302804000000,2016-12-01
L123,2017,1,789,3,4,전북,30대,2,243000,191727000,729000,1047329.9999999999,534600.0,383940000000,15739110000000,13221630000000,8862210000000,301320000000,1190700000000,792180000000,289170000000,2495610000000,5428620000000,4869720000000,6485670000000,16079310000000,217971000000,60507000000,105462000000,323433000000,2017-01-01
L123,2017,2,790,3,4,전북,30대,2,238000,188020000,714000,1042440.0,533120.0,366520000000,15517600000000,12911500000000,8565620000000,299880000000,1154300000000,783020000000,314160000000,2449020000000,5297880000000,4745720000000,6354600000000,15658020000000,206346000000,57120000000,103054000000,309400000000,2017-02-01
L123,2017,3,790,3,4,전북,30대,2,238000,188020000,714000,1044819.9999999999,533120.0,340340000000,15655640000000,12997180000000,8660820000000,299880000000,1147160000000,780640000000,318920000000,2458540000000,5314540000000,4805220000000,6380780000000,15760360000000,191590000000,53550000000,95200000000,286790000000,2017-03-01
L123,2017,4,790,3,4,전북,30대,1,237000,187230000,711000,1040429.9999999999,530880.0,379200000000,15592230000000,12963900000000,8622060000000,303360000000,1151820000000,767880000000,319950000000,2443470000000,5277990000000,4827690000000,6368190000000,15736800000000,213300000000,59961000000,105939000000,319239000000,2017-04-01
L123,2017,5,790,3,4,전북,30대,2,237000,187230000,711000,1038060.0,533250.0,364980000000,15644370000000,13049220000000,8671830000000,305730000000,1158930000000,765510000000,315210000000,2441100000000,5320650000000,4870350000000,6410850000000,15883740000000,206190000000,57828000000,100962000000,307152000000,2017-05-01
L123,2017,6,790,3,4,전북,30대,1,236000,186440000,708000,1031320.0,531000.0,389400000000,15627920000000,13055520000000,8670640000000,311520000000,1165840000000,752840000000,318600000000,2430800000000,5333600000000,4873400000000,6449880000000,15887520000000,220188000000,60180000000,109032000000,329220000000,2017-06-01
L123,2017,7,790,3,4,전북,30대,2,236000,186440000,708000,1028960.0000000001,531000.0,365800000000,15698720000000,13140480000000,8757960000000,316240000000,1165840000000,748120000000,313880000000,2433160000000,5387880000000,4899360000000,6482920000000,15984280000000,206500000000,55932000000,103368000000,309868000000,2017-07-01
L123,2017,8,791,3,4,전북,30대,1,236000,186676000,708000,1028960.0000000001,531000.0,387040000000,15840320000000,13258480000000,8890120000000,318600000000,1170560000000,741040000000,313880000000,2456760000000,5442160000000,4939480000000,6560800000000,16026760000000,217356000000,60652000000,109032000000,326388000000,2017-08-01
L123,2017,9,791,3,4,전북,30대,1,236000,186676000,708000,1031320.0,531000.0,382320000000,15920560000000,13376480000000,9012840000000,318600000000,1165840000000,733960000000,320960000000,2475640000000,5482280000000,4998480000000,6610360000000,16130600000000,216648000000,54752000000,110920000000,327568000000,2017-09-01
L123,2017,10,791,3,4,전북,30대,1,236000,186676000,708000,1031320.0,533360.0,382320000000,15944160000000,13409520000000,9036440000000,320960000000,1165840000000,729240000000,320960000000,2503960000000,5508240000000,4979600000000,6631600000000,16123520000000,216648000000,58528000000,107144000000,323792000000,2017-10-01
L123,2017,11,791,3,4,전북,30대,1,235000,185885000,705000,1024600.0000000001,531100.0,373650000000,15963550000000,13453750000000,9035750000000,324300000000,1163250000000,716750000000,329000000000,2542700000000,5496650000000,4996100000000,6657550000000,16128050000000,208445000000,55460000000,109745000000,318190000000,2017-11-01
L123,2017,12,791,3,4,전북,30대,1,234000,185094000,702000,1020240.0000000001,528840.0,383760000000,15951780000000,13504140000000,9079200000000,325260000000,1155960000000,713700000000,329940000000,2548260000000,5496660000000,5040360000000,6697080000000,16197480000000,213876000000,62478000000,107406000000,321282000000,2017-12-01
L133,2016,1,741,4,5,전남,30대,2,206000,152646000,824000,941420.0000000001,508820.00000000006,290460000000,10681100000000,9123740000000,6093480000000,199820000000,976440000000,267800000000,148320000000,1829280000000,3726540000000,3254800000000,4793620000000,11189920000000,149968000000,47998000000,92494000000,242462000000,2016-01-01
L133,2016,2,782,4,5,전남,30대,2,225000,175950000,900000,933750.0000000001,463500.0,299250000000,12402000000000,10570500000000,6977250000000,243000000000,1077750000000,335250000000,168750000000,2043000000000,4221000000000,3926250000000,5404500000000,13011750000000,156150000000,50850000000,92250000000,248400000000,2016-02-01
L133,2016,3,782,4,5,전남,30대,2,225000,175950000,900000,940499.9999999999,463500.0,285750000000,12591000000000,10631250000000,6988500000000,243000000000,1086750000000,339750000000,184500000000,2043000000000,4218750000000,3993750000000,5438250000000,13038750000000,149850000000,45450000000,90450000000,240300000000,2016-03-01
L133,2016,4,782,4,5,전남,30대,2,225000,175950000,900000,942750.0000000001,465749.99999999994,319500000000,12773250000000,10737000000000,7092000000000,240750000000,1093500000000,337500000000,191250000000,2061000000000,4241250000000,4059000000000,5508000000000,13133250000000,167850000000,54225000000,97425000000,265275000000,2016-04-01
L133,2016,5,782,4,5,전남,30대,2,225000,175950000,900000,940499.9999999999,465749.99999999994,306000000000,12883500000000,10854000000000,7177500000000,245250000000,1100250000000,339750000000,198000000000,2067750000000,4270500000000,4137750000000,5575500000000,13290750000000,161775000000,50400000000,93825000000,255600000000,2016-05-01
L133,2016,6,783,4,5,전남,30대,2,225000,176175000,900000,940499.9999999999,465749.99999999994,330750000000,12989250000000,10935000000000,7233750000000,247500000000,1102500000000,346500000000,202500000000,2074500000000,4324500000000,4155750000000,5636250000000,13369500000000,175500000000,53100000000,102150000000,277650000000,2016-06-01
L133,2016,7,783,4,5,전남,30대,2,226000,176958000,904000,942420.0,467819.99999999994,318660000000,13141900000000,11114680000000,7360820000000,253120000000,1114180000000,350300000000,212440000000,2092760000000,4386660000000,4246540000000,5711020000000,13600680000000,170178000000,51528000000,96954000000,267132000000,2016-07-01
L133,2016,8,784,4,5,전남,30대,2,226000,177184000,904000,942420.0,470080.0,329960000000,13270720000000,11218640000000,7439920000000,257640000000,1116440000000,352560000000,212440000000,2106320000000,4461240000000,4262360000000,5774300000000,13706900000000,174924000000,54918000000,100118000000,275042000000,2016-08-01
L133,2016,9,784,4,5,전남,30대,2,226000,177184000,904000,944679.9999999999,470080.0,332220000000,13363380000000,11327120000000,7498680000000,262160000000,1120960000000,375160000000,219220000000,2104060000000,4544860000000,4284960000000,5817240000000,13813120000000,177410000000,50398000000,104412000000,281822000000,2016-09-01
L133,2016,10,784,4,5,전남,30대,2,226000,177184000,904000,944679.9999999999,470080.0,314140000000,13433440000000,11370060000000,7514500000000,262160000000,1123220000000,381940000000,216960000000,2110840000000,4549380000000,4314340000000,5851140000000,13858320000000,166562000000,48816000000,98762000000,265324000000,2016-10-01
L133,2016,11,784,3,5,전남,30대,2,226000,177184000,678000,910780.0,470080.0,332220000000,13544180000000,11471760000000,7582300000000,266680000000,1130000000000,386460000000,226000000000,2128920000000,4623960000000,4321120000000,5916680000000,13937420000000,176280000000,54466000000,101474000000,277754000000,2016-11-01
L133,2016,12,785,3,4,전남,30대,2,225000,176625000,675000,906750.0,468000.0,328500000000,13524750000000,11457000000000,7537500000000,272250000000,1138500000000,391500000000,231750000000,2130750000000,4619250000000,4306500000000,5928750000000,13884750000000,174150000000,55125000000,99225000000,273375000000,2016-12-01
L133,2017,1,785,3,4,전남,30대,2,225000,176625000,675000,904499.9999999999,468000.0,346500000000,13608000000000,11517750000000,7575750000000,272250000000,1149750000000,389250000000,238500000000,2126250000000,4621500000000,4374000000000,5964750000000,13945500000000,185625000000,56025000000,104850000000,290475000000,2017-01-01
L133,2017,2,786,3,4,전남,30대,2,220000,172920000,660000,913000.0000000001,473000.0,334400000000,13384800000000,11334400000000,7480000000000,268400000000,1124200000000,376200000000,270600000000,2090000000000,4538600000000,4316400000000,5869600000000,13692800000000,181280000000,52800000000,100320000000,281600000000,2017-02-01
L133,2017,3,786,3,4,전남,30대,2,219000,172134000,657000,908850.0000000001,468660.0,308790000000,13350240000000,11311350000000,7465710000000,269370000000,1112520000000,370110000000,273750000000,2065170000000,4515780000000,4347150000000,5849490000000,13674360000000,166002000000,48618000000,94170000000,260172000000,2017-03-01
L133,2017,4,787,3,4,전남,30대,2,218000,171566000,654000,904700.0000000001,468700.0,342260000000,13317620000000,11248800000000,7405460000000,270320000000,1116160000000,370600000000,276860000000,2049200000000,4499520000000,4322940000000,5872920000000,13524720000000,184210000000,55372000000,102678000000,286888000000,2017-04-01
L133,2017,5,787,3,4,전남,30대,2,218000,171566000,654000,902519.9999999999,468700.0,329180000000,13328520000000,11261880000000,7374940000000,272500000000,1120520000000,366240000000,281220000000,2047020000000,4532220000000,4303320000000,5888180000000,13539980000000,177452000000,52320000000,99408000000,276860000000,2017-05-01
L133,2017,6,787,3,4,전남,30대,1,217000,170779000,651000,900550.0000000001,466550.0,355880000000,13304270000000,11255790000000,7371490000000,275590000000,1117550000000,362390000000,284270000000,2048480000000,4528790000000,4298770000000,5926270000000,13488720000000,191177000000,55552000000,109151000000,300328000000,2017-06-01
L133,2017,7,787,3,4,전남,30대,2,217000,170779000,651000,896210.0,466550.0,329840000000,13332480000000,11318720000000,7421400000000,279930000000,1126230000000,355880000000,290780000000,2057160000000,4619930000000,4261880000000,6019580000000,13512590000000,177072000000,51429000000,101339000000,278411000000,2017-07-01
L133,2017,8,788,3,4,전남,30대,1,219000,172572000,657000,911040.0,473040.00000000006,356970000000,13694070000000,11696790000000,7754790000000,284700000000,1136610000000,356970000000,302220000000,2111160000000,4793910000000,4408470000000,6213030000000,13891170000000,191187000000,56940000000,108843000000,300030000000,2017-08-01
L133,2017,9,788,3,4,전남,30대,1,219000,172572000,657000,915419.9999999999,475230.0,350400000000,13792620000000,11766870000000,7807350000000,286890000000,1134420000000,348210000000,304410000000,2135250000000,4820190000000,4425990000000,6285300000000,13895550000000,190092000000,50808000000,109500000000,299592000000,2017-09-01
L133,2017,10,789,3,4,전남,30대,2,219000,172791000,657000,911040.0,475230.0,346020000000,13856130000000,11834760000000,7868670000000,286890000000,1132230000000,343830000000,308790000000,2133060000000,4874940000000,4445700000000,6311580000000,13930590000000,188340000000,53436000000,104244000000,292584000000,2017-10-01
L133,2017,11,788,3,4,전남,30대,1,219000,172572000,657000,911040.0,477420.00000000006,348210000000,14040090000000,11961780000000,7989120000000,291270000000,1132230000000,339450000000,317550000000,2135250000000,4912170000000,4526730000000,6375090000000,14007240000000,185055000000,51903000000,111252000000,296307000000,2017-11-01
L133,2017,12,789,3,4,전남,30대,1,218000,172002000,654000,906880.0,475240.00000000006,350980000000,14095880000000,12000900000000,8013680000000,287760000000,1131420000000,340080000000,318280000000,2129860000000,4922440000000,4569280000000,6378680000000,14010860000000,188788000000,57334000000,104858000000,293646000000,2017-12-01
L143,2016,1,753,4,5,경북,30대,2,346000,260538000,1384000,1512020.0,847700.0000000001,477480000000,21192500000000,17729040000000,12407560000000,356380000000,1498180000000,681620000000,290640000000,2802600000000,6996120000000,7383640000000,7483980000000,22946720000000,256386000000,75082000000,146012000000,402398000000,2016-01-01
L143,2016,2,792,3,4,경북,30대,2,378000,299376000,1134000,1466640.0,763560.0,483840000000,24683400000000,20706840000000,14454720000000,430920000000,1697220000000,850500000000,328860000000,3213000000000,8028720000000,8803620000000,8410500000000,26758620000000,261198000000,79758000000,142884000000,404082000000,2016-02-01
L143,2016,3,792,3,4,경북,30대,2,378000,299376000,1134000,1474200.0,763560.0,461160000000,24619140000000,20718180000000,14413140000000,434700000000,1701000000000,850500000000,351540000000,3315060000000,8096760000000,8644860000000,8569260000000,26921160000000,249480000000,70686000000,140994000000,390474000000,2016-03-01
L143,2016,4,793,3,4,경북,30대,2,378000,299754000,1134000,1470420.0,767339.9999999999,514080000000,24668280000000,20820240000000,14466060000000,430920000000,1701000000000,846720000000,362880000000,3315060000000,8172360000000,8675100000000,8667540000000,26958960000000,277074000000,83160000000,153846000000,430920000000,2016-04-01
L143,2016,5,793,3,4,경북,30대,2,379000,300547000,1137000,1474310.0,769369.9999999999,492700000000,24915460000000,20985230000000,14564970000000,435850000000,1720660000000,852750000000,375210000000,3323830000000,8265990000000,8732160000000,8807960000000,27094710000000,269469000000,78074000000,145157000000,414626000000,2016-05-01
L143,2016,6,793,3,4,경북,30대,2,379000,300547000,1137000,1474310.0,769369.9999999999,530600000000,25343730000000,21163360000000,14727940000000,443430000000,1739610000000,856540000000,386580000000,3323830000000,8417590000000,8751110000000,8879970000000,27215990000000,291830000000,82243000000,156527000000,448357000000,2016-06-01
L143,2016,7,793,3,4,경북,30대,2,380000,301340000,1140000,1470600.0,771399.9999999999,509200000000,25665200000000,21508000000000,14926400000000,448400000000,1755600000000,862600000000,414200000000,3359200000000,8550000000000,8922400000000,8960400000000,27728600000000,281200000000,78660000000,149340000000,430540000000,2016-07-01
L143,2016,8,793,3,4,경북,30대,2,380000,301340000,1140000,1470600.0,771399.9999999999,520600000000,25874200000000,21679000000000,15032800000000,456000000000,1763200000000,866400000000,429400000000,3366800000000,8648800000000,8979400000000,9028800000000,27895800000000,282720000000,83980000000,153900000000,436620000000,2016-08-01
L143,2016,9,793,3,4,경북,30대,2,380000,301340000,1140000,1470600.0,771399.9999999999,524400000000,26087000000000,21971600000000,15207600000000,463600000000,1774600000000,912000000000,444600000000,3397200000000,8800800000000,9085800000000,9063000000000,28310000000000,287660000000,77140000000,159600000000,447260000000,2016-09-01
L143,2016,10,793,3,4,경북,30대,2,381000,302133000,1143000,1474470.0,769620.0,499110000000,26342340000000,22311360000000,15487650000000,464820000000,1783080000000,910590000000,441960000000,3398520000000,8816340000000,9406890000000,9086850000000,28799790000000,270891000000,75057000000,153162000000,424053000000,2016-10-01
L143,2016,11,793,3,4,경북,30대,2,381000,302133000,1143000,1470660.0,769620.0,525780000000,26445210000000,22459950000000,15598140000000,468630000000,1798320000000,925830000000,453390000000,3417570000000,8873490000000,9475470000000,9166860000000,29001720000000,284607000000,83058000000,158115000000,442722000000,2016-11-01
L143,2016,12,793,3,4,경북,30대,2,381000,302133000,1143000,1470660.0,769620.0,521970000000,26570940000000,22597110000000,15662910000000,476250000000,1817370000000,941070000000,461010000000,3421380000000,8873490000000,9601200000000,9235440000000,29192220000000,282702000000,85344000000,153924000000,436626000000,2016-12-01
L143,2017,1,794,3,4,경북,30대,2,380000,301720000,1140000,1459200.0,767600.0,547200000000,26577200000000,22625200000000,15640800000000,475000000000,1839200000000,938600000000,467400000000,3423800000000,8990800000000,9519000000000,9275800000000,29237200000000,302480000000,84360000000,160360000000,462840000000,2017-01-01
L143,2017,2,795,3,4,경북,30대,2,370000,294150000,1110000,1457800.0,765899.9999999999,532800000000,26125700000000,22336900000000,15462300000000,466200000000,1787100000000,913900000000,518000000000,3363300000000,8839300000000,9457200000000,9094600000000,28922900000000,295260000000,81030000000,156510000000,451770000000,2017-02-01
L143,2017,3,795,3,4,경북,30대,2,370000,294150000,1110000,1457800.0,765899.9999999999,495800000000,26281100000000,22514500000000,15654700000000,469900000000,1783400000000,910200000000,529100000000,3381800000000,8887400000000,9571900000000,9176000000000,29181900000000,273800000000,75110000000,146890000000,420690000000,2017-03-01
L143,2017,4,795,3,4,경북,30대,2,370000,294150000,1110000,1457800.0,769600.0,547600000000,26395800000000,22618100000000,15688000000000,473600000000,1805600000000,910200000000,518000000000,3385500000000,8987300000000,9575600000000,9261100000000,29363200000000,301550000000,83620000000,162430000000,463980000000,2017-04-01
L143,2017,5,795,3,4,경북,30대,2,370000,294150000,1110000,1454100.0,769600.0,525400000000,26436500000000,22669900000000,15710200000000,481000000000,1809300000000,899100000000,518000000000,3389200000000,8983600000000,9620000000000,9331400000000,29407600000000,289710000000,80660000000,155030000000,444740000000,2017-05-01
L143,2017,6,795,3,4,경북,30대,2,370000,294150000,1110000,1454100.0,769600.0,573500000000,26451300000000,22651400000000,15680600000000,484700000000,1820400000000,895400000000,529100000000,3389200000000,9024300000000,9560800000000,9353600000000,29359500000000,315980000000,86580000000,170940000000,486920000000,2017-06-01
L143,2017,7,795,3,4,경북,30대,2,370000,294150000,1110000,1450400.0,769600.0,532800000000,26436500000000,22669900000000,15673200000000,488400000000,1831500000000,891700000000,521700000000,3411400000000,9116800000000,9464600000000,9542300000000,29329900000000,296370000000,80660000000,155770000000,452140000000,2017-07-01
L143,2017,8,796,3,4,경북,30대,2,370000,294520000,1110000,1450400.0,769600.0,562400000000,26447600000000,22803100000000,15773100000000,492100000000,1831500000000,895400000000,529100000000,3444700000000,9305500000000,9375800000000,9745800000000,29289200000000,308950000000,86580000000,166870000000,475820000000,2017-08-01
L143,2017,9,796,3,4,경북,30대,2,371000,295316000,1113000,1458030.0,775390.0,560210000000,26489400000000,22853600000000,15771210000000,500850000000,1832740000000,886690000000,537950000000,3498530000000,9575510000000,9096920000000,10028130000000,29142050000000,310898000000,78652000000,170660000000,481558000000,2017-09-01
L143,2017,10,796,3,4,경북,30대,2,371000,295316000,1113000,1458030.0,775390.0,549080000000,26552470000000,22883280000000,15808310000000,497140000000,1829030000000,894110000000,530530000000,3513370000000,9690520000000,9000460000000,10165400000000,29027040000000,306075000000,82362000000,160643000000,466718000000,2017-10-01
L143,2017,11,796,3,4,경북,30대,2,371000,295316000,1113000,1454320.0,775390.0,556500000000,26626670000000,22953770000000,15845410000000,504560000000,1832740000000,897820000000,537950000000,3535630000000,9812950000000,8922550000000,10228470000000,29053010000000,303849000000,80878000000,171773000000,475622000000,2017-11-01
L143,2017,12,796,3,4,경북,30대,2,371000,295316000,1113000,1454320.0,775390.0,560210000000,26593280000000,22935220000000,15830570000000,508270000000,1843870000000,890400000000,545370000000,3554180000000,9879730000000,8818670000000,10180240000000,29041880000000,307188000000,88298000000,164724000000,471912000000,2017-12-01
L153,2016,1,754,4,5,경남,30대,2,474000,357396000,1896000,2161440.0,1213440.0,692040000000,30767340000000,26160060000000,19253880000000,511920000000,2147220000000,1232400000000,412380000000,3502860000000,12063300000000,9807060000000,11210100000000,34365000000000,370194000000,115656000000,206190000000,576384000000,2016-01-01
L153,2016,2,794,3,4,경남,30대,2,540000,428760000,1620000,2192400.0,1144800.0,739800000000,38102400000000,32405400000000,23835600000000,642600000000,2505600000000,1647000000000,475200000000,4287600000000,14947200000000,12187800000000,13408200000000,42346800000000,397440000000,127440000000,214920000000,612360000000,2016-02-01
