pop_cd,year,month,avg_score,avg_rat,new_avg_rat,city,ages,monthly_spend_rat,population,num_opencard,num_usecard,monthly_card_spend,monthly_lc,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_payment,credit_card_installments_payment,debit_card_payment,monthly_spend,date
L113,2016,7,793,3,4,충남,30대,2,332000,3.87,2.06,1490000,74120000,61810000,44540000,1190000,5070000,3000000,1320000,8690000,27530000,23860000,26780000,75330000,848000,219000,423000,1271000,2016-07-01
L113,2016,8,794,3,4,충남,30대,2,333000,3.87,2.06,1530000,74590000,62510000,45140000,1210000,5090000,2990000,1360000,8740000,27710000,24330000,27020000,76120000,853000,233000,444000,1297000,2016-08-01
L113,2016,9,794,3,4,충남,30대,2,334000,3.87,2.06,1550000,75160000,63260000,45440000,1220000,5130000,3100000,1390000,8770000,28310000,24450000,27300000,77010000,865000,218000,467000,1332000,2016-09-01
L113,2016,10,794,3,4,충남,30대,2,335000,3.87,2.06,1470000,74960000,63050000,45050000,1230000,5140000,3120000,1400000,8810000,27970000,24540000,27470000,76620000,819000,207000,444000,1263000,2016-10-01
L113,2016,11,794,3,4,충남,30대,2,335000,3.86,2.06,1540000,75410000,63830000,45600000,1260000,5170000,3140000,1340000,8880000,28570000,24640000,27980000,77580000,860000,229000,451000,1311000,2016-11-01
L113,2016,12,794,3,4,충남,30대,2,336000,3.86,2.06,1530000,75520000,64100000,45690000,1280000,5200000,3170000,1380000,8880000,28790000,24660000,28250000,77990000,850000,238000,442000,1292000,2016-12-01
L113,2017,1,794,3,4,충남,30대,1,336000,3.85,2.06,1600000,75800000,64470000,45770000,1300000,5270000,3200000,1390000,8920000,28720000,25070000,28340000,78640000,915000,231000,454000,1369000,2017-01-01
L113,2017,2,795,3,4,충남,30대,1,324000,3.94,2.11,1590000,76380000,64820000,45710000,1300000,5300000,3250000,1550000,8910000,28910000,25250000,28440000,79170000,904000,229000,457000,1361000,2017-02-01
L113,2017,3,795,3,4,충남,30대,2,325000,3.94,2.1,1490000,76610000,65140000,45920000,1300000,5310000,3300000,1590000,8910000,29250000,25220000,28770000,79530000,843000,215000,432000,1275000,2017-03-01
L113,2017,4,796,3,4,충남,30대,1,325000,3.95,2.11,1660000,76840000,65390000,45990000,1320000,5370000,3340000,1590000,8920000,29460000,25270000,29040000,79820000,948000,240000,472000,1420000,2017-04-01
L113,2017,5,796,3,4,충남,30대,1,326000,3.94,2.11,1590000,77230000,65960000,46270000,1330000,5410000,3340000,1680000,8830000,29550000,25830000,29240000,80380000,906000,229000,455000,1361000,2017-05-01
L113,2017,6,795,3,4,충남,30대,1,327000,3.94,2.12,1720000,77160000,66050000,46040000,1360000,5450000,3320000,1740000,8820000,29530000,25950000,29320000,80570000,980000,246000,494000,1474000,2017-06-01
L113,2017,7,796,3,4,충남,30대,1,328000,3.93,2.11,1610000,77200000,66210000,46110000,1370000,5440000,3310000,1720000,8850000,29710000,25910000,29310000,80640000,920000,228000,462000,1382000,2017-07-01
L113,2017,8,796,3,4,충남,30대,1,330000,3.94,2.12,1700000,77240000,66330000,45970000,1390000,5460000,3300000,1740000,8920000,30100000,25560000,29750000,80150000,961000,249000,490000,1451000,2017-08-01
L113,2017,9,796,3,4,충남,30대,1,331000,3.94,2.12,1680000,77200000,66370000,45850000,1410000,5470000,3280000,1780000,9020000,30400000,25180000,30210000,79630000,955000,227000,498000,1453000,2017-09-01
L113,2017,10,796,3,4,충남,30대,1,331000,3.94,2.12,1650000,77510000,66690000,46090000,1420000,5460000,3250000,1770000,9080000,30600000,25250000,30350000,80030000,949000,232000,469000,1418000,2017-10-01
L113,2017,11,796,3,4,충남,30대,1,332000,3.93,2.12,1660000,77520000,66880000,46160000,1440000,5490000,3230000,1840000,9080000,31000000,25040000,30660000,80230000,934000,225000,501000,1435000,2017-11-01
L113,2017,12,796,3,4,충남,30대,1,332000,3.93,2.12,1670000,77570000,66940000,46160000,1450000,5490000,3230000,1830000,9130000,31030000,25020000,30720000,80220000,945000,255000,470000,1415000,2017-12-01
L123,2016,1,744,4,5,전북,30대,2,223000,4.72,2.53,1450000,54710000,46820000,31780000,1000000,4590000,2520000,840000,9520000,19190000,16540000,23780000,57860000,787000,235000,428000,1215000,2016-01-01
L123,2016,2,786,3,4,전북,30대,2,247000,4.38,2.19,1380000,59090000,50540000,34250000,1110000,4670000,2880000,860000,10080000,20590000,18160000,24870000,62510000,762000,229000,389000,1151000,2016-02-01
L123,2016,3,786,3,4,전북,30대,2,247000,4.39,2.19,1330000,59690000,50720000,34340000,1120000,4690000,2920000,910000,10110000,20660000,18230000,25020000,62500000,730000,208000,392000,1122000,2016-03-01
L123,2016,4,786,3,4,전북,30대,2,246000,4.39,2.2,1470000,60800000,50830000,34370000,1120000,4680000,2970000,930000,10100000,20670000,18350000,25100000,62070000,810000,241000,419000,1229000,2016-04-01
L123,2016,5,786,3,4,전북,30대,2,246000,4.38,2.2,1420000,61210000,51190000,34550000,1140000,4700000,2980000,950000,10110000,20830000,18530000,25260000,62400000,793000,229000,398000,1191000,2016-05-01
L123,2016,6,786,3,4,전북,30대,2,245000,4.38,2.21,1520000,61550000,51620000,34750000,1170000,4750000,3010000,990000,10150000,21100000,18620000,25580000,62860000,854000,237000,429000,1283000,2016-06-01
L123,2016,7,786,3,4,전북,30대,2,245000,4.36,2.2,1460000,62290000,52050000,34990000,1180000,4770000,3020000,1040000,10140000,21320000,18840000,25760000,63400000,828000,226000,406000,1234000,2016-07-01
L123,2016,8,788,3,4,전북,30대,2,245000,4.35,2.2,1500000,62690000,52640000,35450000,1190000,4820000,3030000,1040000,10160000,21610000,19110000,26010000,64150000,837000,246000,417000,1254000,2016-08-01
L123,2016,9,788,3,4,전북,30대,2,245000,4.35,2.21,1510000,63150000,53070000,35690000,1200000,4850000,3130000,1080000,10180000,21880000,19260000,26160000,64520000,845000,225000,440000,1285000,2016-09-01
L123,2016,10,788,3,4,전북,30대,2,244000,4.35,2.2,1430000,63300000,53250000,35820000,1200000,4830000,3160000,1100000,10220000,21870000,19410000,26240000,64680000,795000,216000,419000,1214000,2016-10-01
L123,2016,11,788,3,4,전북,30대,2,244000,4.33,2.2,1510000,63890000,53640000,36040000,1220000,4840000,3180000,1130000,10230000,22080000,19580000,26390000,65120000,841000,241000,428000,1269000,2016-11-01
L123,2016,12,788,3,4,전북,30대,2,244000,4.33,2.2,1490000,64110000,54040000,36260000,1240000,4880000,3230000,1160000,10280000,22300000,19680000,26640000,65650000,823000,249000,418000,1241000,2016-12-01
L123,2017,1,789,3,4,전북,30대,2,243000,4.31,2.2,1580000,64770000,54410000,36470000,1240000,4900000,3260000,1190000,10270000,22340000,20040000,26690000,66170000,897000,249000,434000,1331000,2017-01-01
L123,2017,2,790,3,4,전북,30대,2,238000,4.38,2.24,1540000,65200000,54250000,35990000,1260000,4850000,3290000,1320000,10290000,22260000,19940000,26700000,65790000,867000,240000,433000,1300000,2017-02-01
L123,2017,3,790,3,4,전북,30대,2,238000,4.39,2.24,1430000,65780000,54610000,36390000,1260000,4820000,3280000,1340000,10330000,22330000,20190000,26810000,66220000,805000,225000,400000,1205000,2017-03-01
L123,2017,4,790,3,4,전북,30대,1,237000,4.39,2.24,1600000,65790000,54700000,36380000,1280000,4860000,3240000,1350000,10310000,22270000,20370000,26870000,66400000,900000,253000,447000,1347000,2017-04-01
L123,2017,5,790,3,4,전북,30대,2,237000,4.38,2.25,1540000,66010000,55060000,36590000,1290000,4890000,3230000,1330000,10300000,22450000,20550000,27050000,67020000,870000,244000,426000,1296000,2017-05-01
L123,2017,6,790,3,4,전북,30대,1,236000,4.37,2.25,1650000,66220000,55320000,36740000,1320000,4940000,3190000,1350000,10300000,22600000,20650000,27330000,67320000,933000,255000,462000,1395000,2017-06-01
L123,2017,7,790,3,4,전북,30대,2,236000,4.36,2.25,1550000,66520000,55680000,37110000,1340000,4940000,3170000,1330000,10310000,22830000,20760000,27470000,67730000,875000,237000,438000,1313000,2017-07-01
L123,2017,8,791,3,4,전북,30대,1,236000,4.36,2.25,1640000,67120000,56180000,37670000,1350000,4960000,3140000,1330000,10410000,23060000,20930000,27800000,67910000,921000,257000,462000,1383000,2017-08-01
L123,2017,9,791,3,4,전북,30대,1,236000,4.37,2.25,1620000,67460000,56680000,38190000,1350000,4940000,3110000,1360000,10490000,23230000,21180000,28010000,68350000,918000,232000,470000,1388000,2017-09-01
L123,2017,10,791,3,4,전북,30대,1,236000,4.37,2.26,1620000,67560000,56820000,38290000,1360000,4940000,3090000,1360000,10610000,23340000,21100000,28100000,68320000,918000,248000,454000,1372000,2017-10-01
L123,2017,11,791,3,4,전북,30대,1,235000,4.36,2.26,1590000,67930000,57250000,38450000,1380000,4950000,3050000,1400000,10820000,23390000,21260000,28330000,68630000,887000,236000,467000,1354000,2017-11-01
L123,2017,12,791,3,4,전북,30대,1,234000,4.36,2.26,1640000,68170000,57710000,38800000,1390000,4940000,3050000,1410000,10890000,23490000,21540000,28620000,69220000,914000,267000,459000,1373000,2017-12-01
L133,2016,1,741,4,5,전남,30대,2,206000,4.57,2.47,1410000,51850000,44290000,29580000,970000,4740000,1300000,720000,8880000,18090000,15800000,23270000,54320000,728000,233000,449000,1177000,2016-01-01
L133,2016,2,782,4,5,전남,30대,2,225000,4.15,2.06,1330000,55120000,46980000,31010000,1080000,4790000,1490000,750000,9080000,18760000,17450000,24020000,57830000,694000,226000,410000,1104000,2016-02-01
L133,2016,3,782,4,5,전남,30대,2,225000,4.18,2.06,1270000,55960000,47250000,31060000,1080000,4830000,1510000,820000,9080000,18750000,17750000,24170000,57950000,666000,202000,402000,1068000,2016-03-01
L133,2016,4,782,4,5,전남,30대,2,225000,4.19,2.07,1420000,56770000,47720000,31520000,1070000,4860000,1500000,850000,9160000,18850000,18040000,24480000,58370000,746000,241000,433000,1179000,2016-04-01
L133,2016,5,782,4,5,전남,30대,2,225000,4.18,2.07,1360000,57260000,48240000,31900000,1090000,4890000,1510000,880000,9190000,18980000,18390000,24780000,59070000,719000,224000,417000,1136000,2016-05-01
L133,2016,6,783,4,5,전남,30대,2,225000,4.18,2.07,1470000,57730000,48600000,32150000,1100000,4900000,1540000,900000,9220000,19220000,18470000,25050000,59420000,780000,236000,454000,1234000,2016-06-01
L133,2016,7,783,4,5,전남,30대,2,226000,4.17,2.07,1410000,58150000,49180000,32570000,1120000,4930000,1550000,940000,9260000,19410000,18790000,25270000,60180000,753000,228000,429000,1182000,2016-07-01
L133,2016,8,784,4,5,전남,30대,2,226000,4.17,2.08,1460000,58720000,49640000,32920000,1140000,4940000,1560000,940000,9320000,19740000,18860000,25550000,60650000,774000,243000,443000,1217000,2016-08-01
L133,2016,9,784,4,5,전남,30대,2,226000,4.18,2.08,1470000,59130000,50120000,33180000,1160000,4960000,1660000,970000,9310000,20110000,18960000,25740000,61120000,785000,223000,462000,1247000,2016-09-01
L133,2016,10,784,4,5,전남,30대,2,226000,4.18,2.08,1390000,59440000,50310000,33250000,1160000,4970000,1690000,960000,9340000,20130000,19090000,25890000,61320000,737000,216000,437000,1174000,2016-10-01
L133,2016,11,784,3,5,전남,30대,2,226000,4.03,2.08,1470000,59930000,50760000,33550000,1180000,5000000,1710000,1000000,9420000,20460000,19120000,26180000,61670000,780000,241000,449000,1229000,2016-11-01
L133,2016,12,785,3,4,전남,30대,2,225000,4.03,2.08,1460000,60110000,50920000,33500000,1210000,5060000,1740000,1030000,9470000,20530000,19140000,26350000,61710000,774000,245000,441000,1215000,2016-12-01
L133,2017,1,785,3,4,전남,30대,2,225000,4.02,2.08,1540000,60480000,51190000,33670000,1210000,5110000,1730000,1060000,9450000,20540000,19440000,26510000,61980000,825000,249000,466000,1291000,2017-01-01
L133,2017,2,786,3,4,전남,30대,2,220000,4.15,2.15,1520000,60840000,51520000,34000000,1220000,5110000,1710000,1230000,9500000,20630000,19620000,26680000,62240000,824000,240000,456000,1280000,2017-02-01
L133,2017,3,786,3,4,전남,30대,2,219000,4.15,2.14,1410000,60960000,51650000,34090000,1230000,5080000,1690000,1250000,9430000,20620000,19850000,26710000,62440000,758000,222000,430000,1188000,2017-03-01
L133,2017,4,787,3,4,전남,30대,2,218000,4.15,2.15,1570000,61090000,51600000,33970000,1240000,5120000,1700000,1270000,9400000,20640000,19830000,26940000,62040000,845000,254000,471000,1316000,2017-04-01
L133,2017,5,787,3,4,전남,30대,2,218000,4.14,2.15,1510000,61140000,51660000,33830000,1250000,5140000,1680000,1290000,9390000,20790000,19740000,27010000,62110000,814000,240000,456000,1270000,2017-05-01
L133,2017,6,787,3,4,전남,30대,1,217000,4.15,2.15,1640000,61310000,51870000,33970000,1270000,5150000,1670000,1310000,9440000,20870000,19810000,27310000,62160000,881000,256000,503000,1384000,2017-06-01
L133,2017,7,787,3,4,전남,30대,2,217000,4.13,2.15,1520000,61440000,52160000,34200000,1290000,5190000,1640000,1340000,9480000,21290000,19640000,27740000,62270000,816000,237000,467000,1283000,2017-07-01
L133,2017,8,788,3,4,전남,30대,1,219000,4.16,2.16,1630000,62530000,53410000,35410000,1300000,5190000,1630000,1380000,9640000,21890000,20130000,28370000,63430000,873000,260000,497000,1370000,2017-08-01
L133,2017,9,788,3,4,전남,30대,1,219000,4.18,2.17,1600000,62980000,53730000,35650000,1310000,5180000,1590000,1390000,9750000,22010000,20210000,28700000,63450000,868000,232000,500000,1368000,2017-09-01
L133,2017,10,789,3,4,전남,30대,2,219000,4.16,2.17,1580000,63270000,54040000,35930000,1310000,5170000,1570000,1410000,9740000,22260000,20300000,28820000,63610000,860000,244000,476000,1336000,2017-10-01
L133,2017,11,788,3,4,전남,30대,1,219000,4.16,2.18,1590000,64110000,54620000,36480000,1330000,5170000,1550000,1450000,9750000,22430000,20670000,29110000,63960000,845000,237000,508000,1353000,2017-11-01
L133,2017,12,789,3,4,전남,30대,1,218000,4.16,2.18,1610000,64660000,55050000,36760000,1320000,5190000,1560000,1460000,9770000,22580000,20960000,29260000,64270000,866000,263000,481000,1347000,2017-12-01
L143,2016,1,753,4,5,경북,30대,2,346000,4.37,2.45,1380000,61250000,51240000,35860000,1030000,4330000,1970000,840000,8100000,20220000,21340000,21630000,66320000,741000,217000,422000,1163000,2016-01-01
L143,2016,2,792,3,4,경북,30대,2,378000,3.88,2.02,1280000,65300000,54780000,38240000,1140000,4490000,2250000,870000,8500000,21240000,23290000,22250000,70790000,691000,211000,378000,1069000,2016-02-01
L143,2016,3,792,3,4,경북,30대,2,378000,3.9,2.02,1220000,65130000,54810000,38130000,1150000,4500000,2250000,930000,8770000,21420000,22870000,22670000,71220000,660000,187000,373000,1033000,2016-03-01
L143,2016,4,793,3,4,경북,30대,2,378000,3.89,2.03,1360000,65260000,55080000,38270000,1140000,4500000,2240000,960000,8770000,21620000,22950000,22930000,71320000,733000,220000,407000,1140000,2016-04-01
L143,2016,5,793,3,4,경북,30대,2,379000,3.89,2.03,1300000,65740000,55370000,38430000,1150000,4540000,2250000,990000,8770000,21810000,23040000,23240000,71490000,711000,206000,383000,1094000,2016-05-01
L143,2016,6,793,3,4,경북,30대,2,379000,3.89,2.03,1400000,66870000,55840000,38860000,1170000,4590000,2260000,1020000,8770000,22210000,23090000,23430000,71810000,770000,217000,413000,1183000,2016-06-01
L143,2016,7,793,3,4,경북,30대,2,380000,3.87,2.03,1340000,67540000,56600000,39280000,1180000,4620000,2270000,1090000,8840000,22500000,23480000,23580000,72970000,740000,207000,393000,1133000,2016-07-01
L143,2016,8,793,3,4,경북,30대,2,380000,3.87,2.03,1370000,68090000,57050000,39560000,1200000,4640000,2280000,1130000,8860000,22760000,23630000,23760000,73410000,744000,221000,405000,1149000,2016-08-01
L143,2016,9,793,3,4,경북,30대,2,380000,3.87,2.03,1380000,68650000,57820000,40020000,1220000,4670000,2400000,1170000,8940000,23160000,23910000,23850000,74500000,757000,203000,420000,1177000,2016-09-01
L143,2016,10,793,3,4,경북,30대,2,381000,3.87,2.02,1310000,69140000,58560000,40650000,1220000,4680000,2390000,1160000,8920000,23140000,24690000,23850000,75590000,711000,197000,402000,1113000,2016-10-01
L143,2016,11,793,3,4,경북,30대,2,381000,3.86,2.02,1380000,69410000,58950000,40940000,1230000,4720000,2430000,1190000,8970000,23290000,24870000,24060000,76120000,747000,218000,415000,1162000,2016-11-01
L143,2016,12,793,3,4,경북,30대,2,381000,3.86,2.02,1370000,69740000,59310000,41110000,1250000,4770000,2470000,1210000,8980000,23290000,25200000,24240000,76620000,742000,224000,404000,1146000,2016-12-01
L143,2017,1,794,3,4,경북,30대,2,380000,3.84,2.02,1440000,69940000,59540000,41160000,1250000,4840000,2470000,1230000,9010000,23660000,25050000,24410000,76940000,796000,222000,422000,1218000,2017-01-01
L143,2017,2,795,3,4,경북,30대,2,370000,3.94,2.07,1440000,70610000,60370000,41790000,1260000,4830000,2470000,1400000,9090000,23890000,25560000,24580000,78170000,798000,219000,423000,1221000,2017-02-01
L143,2017,3,795,3,4,경북,30대,2,370000,3.94,2.07,1340000,71030000,60850000,42310000,1270000,4820000,2460000,1430000,9140000,24020000,25870000,24800000,78870000,740000,203000,397000,1137000,2017-03-01
L143,2017,4,795,3,4,경북,30대,2,370000,3.94,2.08,1480000,71340000,61130000,42400000,1280000,4880000,2460000,1400000,9150000,24290000,25880000,25030000,79360000,815000,226000,439000,1254000,2017-04-01
L143,2017,5,795,3,4,경북,30대,2,370000,3.93,2.08,1420000,71450000,61270000,42460000,1300000,4890000,2430000,1400000,9160000,24280000,26000000,25220000,79480000,783000,218000,419000,1202000,2017-05-01
L143,2017,6,795,3,4,경북,30대,2,370000,3.93,2.08,1550000,71490000,61220000,42380000,1310000,4920000,2420000,1430000,9160000,24390000,25840000,25280000,79350000,854000,234000,462000,1316000,2017-06-01
L143,2017,7,795,3,4,경북,30대,2,370000,3.92,2.08,1440000,71450000,61270000,42360000,1320000,4950000,2410000,1410000,9220000,24640000,25580000,25790000,79270000,801000,218000,421000,1222000,2017-07-01
L143,2017,8,796,3,4,경북,30대,2,370000,3.92,2.08,1520000,71480000,61630000,42630000,1330000,4950000,2420000,1430000,9310000,25150000,25340000,26340000,79160000,835000,234000,451000,1286000,2017-08-01
L143,2017,9,796,3,4,경북,30대,2,371000,3.93,2.09,1510000,71400000,61600000,42510000,1350000,4940000,2390000,1450000,9430000,25810000,24520000,27030000,78550000,838000,212000,460000,1298000,2017-09-01
L143,2017,10,796,3,4,경북,30대,2,371000,3.93,2.09,1480000,71570000,61680000,42610000,1340000,4930000,2410000,1430000,9470000,26120000,24260000,27400000,78240000,825000,222000,433000,1258000,2017-10-01
L143,2017,11,796,3,4,경북,30대,2,371000,3.92,2.09,1500000,71770000,61870000,42710000,1360000,4940000,2420000,1450000,9530000,26450000,24050000,27570000,78310000,819000,218000,463000,1282000,2017-11-01
L143,2017,12,796,3,4,경북,30대,2,371000,3.92,2.09,1510000,71680000,61820000,42670000,1370000,4970000,2400000,1470000,9580000,26630000,23770000,27440000,78280000,828000,238000,444000,1272000,2017-12-01
L153,2016,1,754,4,5,경남,30대,2,474000,4.56,2.56,1460000,64910000,55190000,40620000,1080000,4530000,2600000,870000,7390000,25450000,20690000,23650000,72500000,781000,244000,435000,1216000,2016-01-01
L153,2016,2,794,3,4,경남,30대,2,540000,4.06,2.12,1370000,70560000,60010000,44140000,1190000,4640000,3050000,880000,7940000,27680000,22570000,24830000,78420000,736000,236000,398000,1134000,2016-02-01
L153,2016,3,794,3,4,경남,30대,2,539000,4.07,2.12,1300000,70740000,60150000,44160000,1200000,4650000,3080000,940000,8020000,27540000,22770000,24800000,78800000,703000,209000,388000,1091000,2016-03-01
L153,2016,4,795,3,4,경남,30대,2,538000,4.08,2.13,1430000,71180000,60670000,44560000,1190000,4660000,3100000,970000,8050000,27560000,23250000,25000000,79320000,769000,240000,421000,1190000,2016-04-01
L153,2016,5,795,3,4,경남,30대,2,539000,4.07,2.13,1380000,71540000,61090000,44910000,1200000,4680000,3110000,1010000,8060000,27710000,23490000,25270000,79920000,750000,228000,402000,1152000,2016-05-01
L153,2016,6,795,3,4,경남,30대,2,540000,4.07,2.13,1480000,72290000,61620000,45310000,1220000,4720000,3140000,1030000,8100000,27910000,23760000,25610000,80370000,812000,239000,429000,1241000,2016-06-01
L153,2016,7,795,3,4,경남,30대,2,541000,4.05,2.13,1420000,72640000,62120000,45710000,1220000,4740000,3170000,1080000,8110000,27980000,24170000,25860000,80900000,784000,230000,406000,1190000,2016-07-01
L153,2016,8,796,3,4,경남,30대,2,542000,4.05,2.13,1450000,73200000,62750000,46280000,1240000,4740000,3180000,1110000,8120000,28300000,24450000,25950000,81820000,796000,245000,409000,1205000,2016-08-01
L153,2016,9,795,3,4,경남,30대,2,542000,4.06,2.13,1480000,73960000,63550000,46780000,1240000,4780000,3380000,1140000,8140000,28840000,24690000,26190000,82570000,811000,225000,444000,1255000,2016-09-01
L153,2016,10,796,3,4,경남,30대,2,543000,4.06,2.13,1400000,74390000,64020000,47120000,1260000,4770000,3420000,1140000,8160000,28880000,25090000,26410000,83280000,765000,220000,415000,1180000,2016-10-01
L153,2016,11,795,3,4,경남,30대,2,543000,4.05,2.13,1460000,75000000,64610000,47570000,1270000,4790000,3480000,1170000,8170000,29160000,25390000,26840000,83820000,795000,240000,425000,1220000,2016-11-01
L153,2016,12,795,3,4,경남,30대,2,544000,4.06,2.13,1450000,76050000,65100000,47780000,1290000,4840000,3530000,1200000,8130000,29150000,25910000,27040000,84360000,791000,246000,413000,1204000,2016-12-01
L153,2017,1,795,3,4,경남,30대,2,543000,4.03,2.12,1520000,76290000,65290000,47800000,1300000,4900000,3590000,1220000,8150000,29080000,26150000,27480000,84460000,845000,248000,427000,1272000,2017-01-01
L153,2017,2,796,3,4,경남,30대,2,534000,4.13,2.18,1520000,76770000,65740000,48040000,1300000,4880000,3620000,1380000,8140000,29020000,26680000,27600000,85180000,845000,250000,425000,1270000,2017-02-01
L153,2017,3,797,3,4,경남,30대,2,534000,4.13,2.17,1400000,77390000,66230000,48550000,1300000,4870000,3600000,1400000,8190000,29380000,26780000,27750000,85820000,772000,226000,402000,1174000,2017-03-01
L153,2017,4,797,3,4,경남,30대,2,533000,4.14,2.18,1560000,77500000,66420000,48440000,1320000,4970000,3610000,1400000,8210000,29570000,26760000,27830000,86160000,864000,253000,443000,1307000,2017-04-01
L153,2017,5,797,3,4,경남,30대,2,533000,4.12,2.18,1490000,77670000,66550000,48560000,1340000,4980000,3570000,1410000,8190000,29890000,26580000,27980000,86260000,824000,243000,423000,1247000,2017-05-01
L153,2017,6,797,3,4,경남,30대,1,533000,4.13,2.18,1630000,77540000,66560000,48410000,1360000,5040000,3560000,1440000,8220000,29940000,26480000,28060000,86290000,905000,262000,463000,1368000,2017-06-01
L153,2017,7,797,3,4,경남,30대,2,534000,4.11,2.18,1520000,77730000,66800000,48570000,1380000,5080000,3550000,1430000,8270000,30160000,26430000,28100000,86670000,849000,243000,428000,1277000,2017-07-01
L153,2017,8,797,3,4,경남,30대,1,535000,4.11,2.18,1600000,78600000,67430000,49040000,1390000,5080000,3530000,1450000,8360000,30300000,26830000,28410000,86910000,885000,261000,454000,1339000,2017-08-01
L153,2017,9,797,3,4,경남,30대,1,536000,4.12,2.18,1580000,78900000,67590000,49220000,1400000,5090000,3490000,1460000,8490000,30460000,26690000,28610000,86510000,883000,231000,466000,1349000,2017-09-01
L153,2017,10,798,3,3,경남,30대,2,537000,4.12,2.18,1550000,79050000,67640000,49330000,1410000,5080000,3460000,1460000,8570000,30630000,26500000,28640000,86410000,864000,243000,443000,1307000,2017-10-01
L153,2017,11,798,3,3,경남,30대,2,537000,4.11,2.18,1540000,79260000,67870000,49480000,1420000,5090000,3430000,1490000,8610000,30680000,26630000,28860000,86440000,846000,236000,458000,1304000,2017-11-01
L153,2017,12,798,3,3,경남,30대,2,536000,4.11,2.18,1570000,79400000,67920000,49460000,1420000,5140000,3400000,1500000,8650000,30720000,26600000,28800000,86260000,864000,263000,443000,1307000,2017-12-01
L163,2016,1,738,4,5,제주,30대,1,81000,4.53,2.36,1640000,52810000,45710000,31060000,870000,4940000,510000,810000,9030000,14600000,20530000,22380000,61770000,873000,253000,514000,1387000,2016-01-01
L163,2016,2,784,4,5,제주,30대,1,88000,4.26,2.06,1650000,59960000,52470000,36200000,970000,4970000,580000,790000,10250000,15770000,24710000,24290000,71830000,910000,268000,472000,1382000,2016-02-01
L163,2016,3,784,4,5,제주,30대,1,88000,4.28,2.05,1600000,61010000,53450000,37000000,980000,5030000,580000,840000,10450000,16180000,25090000,24470000,73560000,886000,242000,472000,1358000,2016-03-01
L163,2016,4,785,3,4,제주,30대,1,88000,4.3,2.06,1770000,61990000,54510000,38070000,980000,5060000,580000,840000,10570000,16510000,25710000,24470000,75430000,976000,280000,514000,1490000,2016-04-01
L163,2016,5,785,3,4,제주,30대,1,89000,4.3,2.07,1700000,63070000,55560000,39030000,980000,5070000,630000,870000,10630000,17030000,26170000,24830000,76680000,954000,254000,492000,1446000,2016-05-01
L163,2016,6,785,3,4,제주,30대,1,89000,4.31,2.07,1830000,64350000,56930000,40080000,990000,5150000,660000,890000,10830000,17530000,26790000,25320000,78740000,1028000,270000,532000,1560000,2016-06-01
L163,2016,7,786,3,4,제주,30대,1,89000,4.3,2.07,1750000,65470000,58070000,40830000,990000,5160000,670000,930000,10870000,18130000,27290000,25560000,80530000,978000,265000,507000,1485000,2016-07-01
L163,2016,8,787,3,4,제주,30대,1,90000,4.3,2.08,1830000,66620000,59300000,41780000,1000000,5170000,660000,970000,10850000,18610000,28050000,25870000,82220000,1026000,280000,524000,1550000,2016-08-01
L163,2016,9,787,3,4,제주,30대,1,90000,4.31,2.08,1810000,67860000,60530000,42780000,1020000,5200000,730000,1020000,10960000,19250000,28500000,26290000,83920000,1017000,254000,539000,1556000,2016-09-01
L163,2016,10,787,3,4,제주,30대,1,90000,4.32,2.08,1740000,68990000,61380000,43570000,1030000,5220000,760000,1030000,10960000,19420000,29170000,26540000,84880000,968000,254000,518000,1486000,2016-10-01
L163,2016,11,787,3,4,제주,30대,1,90000,4.32,2.08,1810000,70230000,62580000,44610000,1070000,5300000,770000,1060000,10930000,19890000,29890000,26870000,87040000,1024000,268000,518000,1542000,2016-11-01
L163,2016,12,787,3,4,제주,30대,1,90000,4.32,2.08,1810000,71030000,63350000,45070000,1090000,5390000,800000,1120000,11030000,20480000,29950000,27420000,88270000,1013000,278000,519000,1532000,2016-12-01
L163,2017,1,788,3,4,제주,30대,1,90000,4.29,2.08,1930000,72250000,64540000,45990000,1110000,5500000,870000,1190000,11140000,21170000,30350000,27840000,90670000,1110000,289000,531000,1641000,2017-01-01
L163,2017,2,788,3,4,제주,30대,1,90000,4.36,2.11,1890000,72770000,65150000,46230000,1100000,5520000,870000,1370000,11020000,21610000,30640000,27490000,91980000,1079000,289000,522000,1601000,2017-02-01
L163,2017,3,788,3,4,제주,30대,1,90000,4.36,2.11,1760000,73660000,65960000,47150000,1110000,5500000,880000,1400000,11080000,21910000,31070000,27440000,93350000,1001000,262000,497000,1498000,2017-03-01
L163,2017,4,788,3,4,제주,30대,1,90000,4.37,2.12,1940000,74560000,66780000,47700000,1140000,5530000,910000,1470000,11080000,22420000,31350000,27500000,94890000,1101000,295000,544000,1645000,2017-04-01
L163,2017,5,789,3,4,제주,30대,1,90000,4.36,2.12,1850000,75300000,67500000,48250000,1140000,5540000,910000,1500000,11040000,22890000,31660000,27520000,96590000,1041000,277000,532000,1573000,2017-05-01
