avg_score,num_usecard,monthly_card_spend,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_installments_payment,monthly_spend,cluster,city,ages,sex,avg_rat,monthly_loan,credit_card_payment,debit_card_payment
769,1.73,920000,16270000,620000,4680000,260000,2070000,3570000,12350000,11770000,14750000,39610000,92000,828000,2,제주,20대,,4,28600000,279000,549000
770,1.73,910000,16660000,630000,4720000,270000,2040000,3550000,12680000,11790000,14890000,40260000,104000,806000,2,제주,20대,,4,28930000,283000,523000
733,1.69,530000,15220000,450000,4040000,650000,1320000,2830000,11850000,8960000,13890000,31100000,37000,493000,2,,20대,남자,4,24290000,132000,361000
766,1.6,640000,20560000,520000,4170000,830000,1240000,3990000,14010000,11470000,17260000,38040000,55000,585000,2,,20대,남자,4,30230000,209000,376000
766,1.6,640000,20540000,520000,4180000,830000,1290000,3970000,13980000,11560000,17360000,37970000,51000,589000,2,,20대,남자,4,30280000,203000,386000
766,1.61,700000,20800000,530000,4180000,840000,1320000,3980000,14020000,11840000,17500000,38320000,60000,640000,2,,20대,남자,4,30600000,224000,416000
765,1.62,660000,21070000,550000,4190000,840000,1350000,4020000,14110000,12050000,17730000,38720000,55000,605000,2,,20대,남자,4,30950000,218000,387000
765,1.63,720000,21290000,560000,4230000,840000,1380000,4030000,14280000,12240000,17910000,39140000,59000,661000,2,,20대,남자,4,31320000,240000,421000
766,1.63,700000,21400000,580000,4230000,840000,1480000,4020000,14430000,12340000,18010000,39570000,58000,642000,2,,20대,남자,4,31570000,238000,404000
766,1.64,700000,21630000,590000,4230000,840000,1500000,4010000,14600000,12490000,18110000,40070000,61000,639000,2,,20대,남자,4,31880000,234000,405000
766,1.65,740000,21910000,600000,4240000,880000,1530000,4020000,14880000,12610000,18340000,40510000,59000,681000,2,,20대,남자,4,32280000,240000,441000
766,1.64,700000,22070000,620000,4240000,880000,1530000,3990000,14940000,12820000,18400000,40810000,56000,644000,2,,20대,남자,4,32530000,227000,417000
766,1.65,720000,22220000,630000,4260000,890000,1580000,3950000,15090000,13000000,18570000,41250000,60000,660000,2,,20대,남자,4,32830000,239000,421000
766,1.64,720000,22250000,650000,4290000,900000,1600000,3940000,15180000,13040000,18640000,41510000,64000,656000,2,,20대,남자,4,32960000,235000,421000
767,1.63,760000,22170000,660000,4340000,910000,1620000,3920000,15180000,13090000,18680000,41590000,64000,696000,2,,20대,남자,4,32990000,258000,438000
767,1.63,740000,21880000,670000,4320000,900000,1770000,3880000,15100000,13050000,18600000,41370000,60000,680000,2,,20대,남자,4,32810000,243000,437000
768,1.63,690000,21830000,690000,4310000,890000,1800000,3840000,15120000,13050000,18630000,41400000,57000,633000,2,,20대,남자,4,32800000,223000,410000
768,1.63,780000,21950000,700000,4370000,900000,1790000,3860000,15220000,13160000,18810000,41730000,65000,715000,2,,20대,남자,4,33030000,255000,460000
769,1.63,730000,22160000,720000,4390000,890000,1800000,3900000,15360000,13250000,19030000,42000000,62000,668000,2,,20대,남자,4,33300000,244000,424000
768,1.64,810000,22220000,740000,4430000,880000,1810000,3910000,15440000,13310000,19210000,42140000,67000,743000,2,,20대,남자,4,33450000,268000,475000
769,1.64,770000,22500000,760000,4460000,870000,1780000,3910000,15620000,13460000,19450000,42250000,64000,706000,2,,20대,남자,4,33790000,256000,450000
769,1.64,810000,22450000,750000,4410000,850000,1750000,3900000,15540000,13370000,19710000,41170000,68000,742000,2,,20대,남자,4,33610000,272000,470000
769,1.64,820000,22570000,760000,4410000,830000,1750000,3950000,15630000,13370000,19970000,41040000,65000,755000,2,,20대,남자,4,33740000,271000,484000
770,1.64,790000,22690000,770000,4420000,820000,1770000,3940000,15740000,13440000,20080000,41290000,66000,724000,2,,20대,남자,4,33920000,268000,456000
770,1.64,800000,22750000,780000,4430000,810000,1780000,3910000,15800000,13480000,20180000,41370000,65000,735000,2,,20대,남자,4,34000000,267000,468000
770,1.64,790000,22850000,790000,4450000,810000,1740000,3960000,15800000,13530000,20330000,41410000,73000,717000,2,,20대,남자,4,34100000,270000,447000
742,1.92,680000,15170000,640000,2290000,840000,1330000,2600000,10470000,9150000,12410000,33830000,76000,604000,2,,20대,여자,4,23110000,185000,419000
779,1.88,790000,18150000,740000,2470000,970000,1200000,3260000,11650000,10500000,14240000,38180000,103000,687000,2,,20대,여자,4,26470000,269000,418000
780,1.87,790000,18240000,740000,2470000,970000,1270000,3270000,11680000,10630000,14390000,38340000,98000,692000,2,,20대,여자,4,26640000,260000,432000
780,1.88,870000,18490000,750000,2480000,970000,1290000,3290000,11720000,10890000,14520000,38820000,112000,758000,2,,20대,여자,4,26970000,285000,473000
780,1.88,820000,18740000,760000,2500000,970000,1310000,3300000,11830000,11120000,14670000,39310000,103000,717000,2,,20대,여자,4,27330000,278000,439000
780,1.89,890000,19040000,770000,2520000,980000,1340000,3320000,12000000,11300000,14860000,39760000,111000,779000,2,,20대,여자,4,27710000,302000,477000
781,1.89,850000,19130000,780000,2530000,980000,1420000,3340000,12110000,11400000,14960000,40220000,107000,743000,2,,20대,여자,4,27940000,295000,448000
782,1.89,870000,19400000,780000,2540000,990000,1440000,3340000,12290000,11550000,15100000,40780000,112000,758000,2,,20대,여자,4,28280000,298000,460000
782,1.89,910000,19640000,790000,2560000,1020000,1470000,3340000,12520000,11710000,15300000,41360000,109000,801000,2,,20대,여자,4,28660000,310000,491000
783,1.89,860000,19850000,800000,2560000,1040000,1470000,3340000,12600000,11900000,15380000,41680000,105000,755000,2,,20대,여자,4,28940000,290000,465000
783,1.89,890000,20050000,800000,2560000,1040000,1520000,3340000,12700000,12120000,15590000,42160000,113000,777000,2,,20대,여자,4,29260000,306000,471000
783,1.88,890000,20170000,810000,2580000,1060000,1540000,3350000,12810000,12240000,15720000,42580000,121000,769000,2,,20대,여자,4,29490000,303000,466000
784,1.87,920000,20200000,820000,2610000,1070000,1560000,3350000,12880000,12320000,15820000,42810000,117000,803000,2,,20대,여자,4,29640000,316000,487000
784,1.87,880000,20030000,810000,2590000,1060000,1750000,3320000,12830000,12370000,15830000,42680000,110000,770000,2,,20대,여자,4,29600000,306000,464000
785,1.86,850000,20170000,820000,2580000,1070000,1770000,3300000,12910000,12460000,15910000,42980000,107000,743000,2,,20대,여자,4,29740000,285000,458000
785,1.87,950000,20280000,830000,2620000,1070000,1760000,3310000,13020000,12520000,16060000,43340000,121000,829000,2,,20대,여자,4,29910000,319000,510000
785,1.87,890000,20490000,840000,2620000,1050000,1770000,3300000,13150000,12660000,16180000,43790000,113000,777000,2,,20대,여자,4,30170000,308000,469000
785,1.87,980000,20580000,850000,2640000,1050000,1790000,3310000,13230000,12700000,16300000,44020000,121000,859000,2,,20대,여자,4,30320000,336000,523000
786,1.87,920000,20860000,860000,2650000,1040000,1760000,3310000,13430000,12790000,16470000,44430000,115000,805000,2,,20대,여자,4,30600000,319000,486000
786,1.88,960000,20960000,860000,2640000,1020000,1750000,3310000,13470000,12790000,16640000,43700000,122000,838000,2,,20대,여자,4,30640000,333000,505000
786,1.88,960000,21030000,860000,2630000,1000000,1750000,3340000,13500000,12810000,16850000,43360000,117000,843000,2,,20대,여자,4,30700000,334000,509000
787,1.88,940000,21110000,870000,2620000,990000,1800000,3340000,13570000,12860000,16930000,43590000,120000,820000,2,,20대,여자,4,30820000,332000,488000
787,1.88,940000,21180000,880000,2620000,980000,1810000,3300000,13580000,12930000,16990000,43570000,116000,824000,2,,20대,여자,4,30870000,324000,500000
787,1.87,950000,21270000,880000,2630000,980000,1790000,3310000,13620000,12970000,17120000,43570000,132000,818000,2,,20대,여자,4,30960000,328000,490000
777,2.59,1700000,51030000,1170000,2860000,1810000,870000,11360000,26170000,21290000,31640000,82180000,246000,1454000,5,서울,30대,,3,60530000,992000,462000
820,2.21,1580000,56720000,1300000,2930000,2100000,890000,12310000,29600000,23150000,33690000,90970000,231000,1349000,5,서울,30대,,3,66970000,938000,411000
820,2.21,1510000,56950000,1290000,2950000,2100000,940000,12300000,29600000,23470000,33910000,91120000,208000,1302000,5,서울,30대,,3,67280000,900000,402000
821,2.21,1660000,57510000,1270000,2950000,2070000,960000,12310000,29550000,24090000,34160000,91580000,238000,1422000,5,서울,30대,,3,67850000,985000,437000
821,2.2,1620000,58090000,1280000,2960000,2070000,980000,12340000,29730000,24530000,34380000,92360000,229000,1391000,5,서울,30대,,3,68480000,970000,421000
821,2.2,1760000,58840000,1300000,3000000,2080000,1010000,12390000,30150000,24930000,34720000,93370000,244000,1516000,5,서울,30대,,3,69380000,1057000,459000
821,2.2,1680000,59410000,1300000,3010000,2080000,1070000,12430000,30560000,25200000,34940000,94400000,233000,1447000,5,서울,30대,,3,70090000,1020000,427000
822,2.2,1710000,60250000,1310000,3010000,2070000,1100000,12490000,31200000,25420000,35280000,95520000,246000,1464000,5,서울,30대,,3,71010000,1027000,437000
822,2.2,1780000,61150000,1320000,3040000,2120000,1130000,12510000,32000000,25670000,35650000,96800000,239000,1541000,5,서울,30대,,3,72080000,1077000,464000
822,2.2,1670000,61840000,1320000,3040000,2130000,1140000,12570000,32400000,26000000,35860000,97530000,229000,1441000,5,서울,30대,,3,72870000,1003000,438000
822,2.2,1740000,62830000,1330000,3050000,2150000,1160000,12600000,33040000,26460000,36180000,99020000,249000,1491000,5,서울,30대,,3,74010000,1046000,445000
823,2.2,1730000,63390000,1340000,3070000,2210000,1180000,12610000,33520000,26670000,36400000,99960000,255000,1475000,5,서울,30대,,3,74710000,1033000,442000
823,2.2,1800000,63550000,1340000,3090000,2270000,1200000,12670000,33580000,26860000,36580000,100380000,252000,1548000,5,서울,30대,,3,75010000,1092000,456000
824,2.24,1750000,63020000,1360000,3100000,2300000,1330000,12630000,33320000,26820000,36570000,100120000,246000,1504000,5,서울,30대,,3,74680000,1060000,444000
824,2.23,1630000,63220000,1360000,3090000,2300000,1350000,12590000,33470000,26930000,36650000,100530000,232000,1398000,5,서울,30대,,3,74900000,982000,416000
825,2.23,1810000,63580000,1370000,3130000,2280000,1350000,12620000,33500000,27360000,36920000,101250000,257000,1553000,5,서울,30대,,3,75380000,1092000,461000
825,2.23,1750000,64090000,1370000,3160000,2260000,1360000,12650000,33720000,27680000,37190000,101860000,251000,1499000,5,서울,30대,,3,75950000,1057000,442000
825,2.23,1900000,64540000,1380000,3180000,2240000,1370000,12690000,33930000,27960000,37520000,102450000,267000,1633000,5,서울,30대,,3,76470000,1148000,485000
825,2.23,1790000,65360000,1370000,3210000,2230000,1350000,12760000,34420000,28260000,37980000,103320000,249000,1541000,5,서울,30대,,3,77340000,1087000,454000
825,2.23,1870000,66650000,1370000,3180000,2190000,1350000,13090000,34810000,28780000,38830000,103510000,267000,1603000,5,서울,30대,,3,78560000,1138000,465000
825,2.24,1850000,67320000,1360000,3170000,2180000,1360000,13280000,35050000,29020000,39430000,103400000,248000,1602000,5,서울,30대,,3,79220000,1132000,470000
826,2.24,1840000,67910000,1360000,3160000,2160000,1360000,13400000,35140000,29410000,39850000,103770000,259000,1581000,5,서울,30대,,3,79810000,1122000,459000
826,2.24,1810000,68430000,1370000,3160000,2140000,1380000,13450000,35040000,29980000,40270000,104040000,246000,1564000,5,서울,30대,,3,80320000,1096000,468000
826,2.24,1840000,68790000,1370000,3170000,2120000,1380000,13550000,34890000,30410000,40610000,103900000,276000,1564000,5,서울,30대,,3,80700000,1110000,454000
743,2.56,1530000,41970000,1190000,4210000,2210000,1040000,5870000,29890000,16780000,22870000,69880000,244000,1286000,1,인천,30대,,4,54320000,837000,449000
786,2.19,1450000,46610000,1330000,4180000,2640000,1030000,6590000,33000000,18070000,24070000,76530000,236000,1214000,1,인천,30대,,3,59640000,799000,415000
786,2.18,1390000,46560000,1330000,4220000,2670000,1100000,6600000,32740000,18410000,24180000,76520000,211000,1179000,1,인천,30대,,3,59730000,764000,415000
787,2.19,1580000,46880000,1310000,4220000,2650000,1120000,6590000,32710000,18900000,24310000,76780000,241000,1339000,1,인천,30대,,3,60160000,893000,446000
787,2.19,1500000,47430000,1330000,4230000,2650000,1160000,6570000,32820000,19450000,24570000,77460000,232000,1268000,1,인천,30대,,3,60810000,848000,420000
787,2.19,1610000,48030000,1350000,4290000,2670000,1180000,6580000,33180000,19870000,24890000,78220000,248000,1362000,1,인천,30대,,3,61620000,904000,458000
788,2.19,1550000,48520000,1360000,4300000,2680000,1240000,6610000,33790000,19910000,25190000,79070000,235000,1315000,1,인천,30대,,3,62290000,880000,435000
789,2.2,1590000,49270000,1360000,4310000,2670000,1260000,6620000,34490000,20110000,25460000,80230000,254000,1336000,1,인천,30대,,3,63200000,891000,445000
789,2.2,1630000,50080000,1370000,4350000,2740000,1310000,6640000,35160000,20450000,25790000,81310000,241000,1389000,1,인천,30대,,3,64230000,920000,469000
789,2.2,1550000,50650000,1370000,4360000,2790000,1310000,6700000,35420000,20860000,26000000,82040000,229000,1321000,1,인천,30대,,3,64970000,874000,447000
789,2.2,1630000,51270000,1390000,4380000,2810000,1340000,6710000,35690000,21400000,26370000,82960000,255000,1375000,1,인천,30대,,3,65790000,921000,454000
790,2.2,1610000,51630000,1410000,4420000,2870000,1360000,6660000,35800000,21820000,26420000,83890000,261000,1349000,1,인천,30대,,3,66280000,906000,443000
790,2.2,1670000,51520000,1420000,4470000,2940000,1390000,6690000,35520000,22180000,26410000,84250000,254000,1416000,1,인천,30대,,3,66400000,963000,453000
791,2.25,1640000,51730000,1430000,4470000,2960000,1540000,6720000,35540000,22610000,26740000,84740000,253000,1387000,1,인천,30대,,3,66870000,940000,447000
791,2.24,1530000,51940000,1430000,4480000,2960000,1570000,6670000,35580000,22920000,26920000,85120000,235000,1295000,1,인천,30대,,3,67170000,871000,424000
792,2.25,1710000,52100000,1440000,4540000,2950000,1560000,6680000,35550000,23260000,27120000,85610000,261000,1449000,1,인천,30대,,3,67480000,973000,476000
792,2.25,1630000,52460000,1450000,4560000,2930000,1570000,6670000,35570000,23750000,27270000,86180000,254000,1376000,1,인천,30대,,3,67990000,937000,439000
792,2.25,1780000,52670000,1460000,4600000,2900000,1600000,6710000,35540000,24000000,27460000,86470000,277000,1503000,1,인천,30대,,3,68260000,1013000,490000
792,2.25,1680000,53000000,1470000,4640000,2900000,1580000,6750000,35700000,24140000,27680000,86660000,256000,1424000,1,인천,30대,,3,68610000,969000,455000
792,2.25,1760000,53770000,1470000,4650000,2890000,1590000,6930000,36010000,24600000,28090000,87110000,276000,1484000,1,인천,30대,,3,69550000,1003000,481000
793,2.26,1730000,54060000,1470000,4670000,2870000,1610000,7070000,36020000,24730000,28420000,86870000,250000,1480000,1,인천,30대,,3,69830000,996000,484000
793,2.26,1710000,54470000,1480000,4660000,2880000,1620000,7130000,36120000,25160000,28630000,87400000,257000,1453000,1,인천,30대,,3,70410000,991000,462000
793,2.26,1710000,54820000,1490000,4660000,2890000,1650000,7120000,36340000,25420000,28910000,87800000,256000,1454000,1,인천,30대,,3,70890000,964000,490000
793,2.26,1740000,55040000,1500000,4690000,2910000,1660000,7190000,36810000,25210000,29360000,87700000,286000,1454000,1,인천,30대,,3,71200000,983000,471000
762,2.57,1560000,38850000,1160000,3900000,1900000,830000,8540000,22720000,18520000,24870000,64650000,237000,1323000,1,대전,30대,,4,51490000,866000,457000
808,2.32,1540000,43170000,1290000,3970000,2200000,810000,9610000,25260000,20100000,26220000,71600000,246000,1294000,1,대전,30대,,3,56840000,873000,421000
808,2.32,1470000,43070000,1310000,3990000,2240000,860000,9590000,25230000,20250000,26280000,71640000,220000,1250000,1,대전,30대,,3,56950000,840000,410000
808,2.33,1620000,42990000,1300000,4010000,2250000,880000,9630000,24880000,20600000,26400000,71540000,251000,1369000,1,대전,30대,,3,56970000,922000,447000
808,2.33,1560000,43200000,1310000,4040000,2250000,920000,9680000,24770000,21030000,26570000,72040000,239000,1321000,1,대전,30대,,3,57360000,895000,426000
808,2.33,1680000,43600000,1330000,4090000,2250000,930000,9720000,25010000,21310000,26870000,72940000,253000,1427000,1,대전,30대,,3,57930000,971000,456000
809,2.33,1620000,43940000,1350000,4070000,2260000,990000,9760000,25200000,21520000,26990000,73520000,241000,1379000,1,대전,30대,,3,58370000,944000,435000
810,2.33,1660000,44480000,1360000,4090000,2260000,1010000,9790000,25610000,21740000,27220000,74450000,256000,1404000,1,대전,30대,,3,59050000,961000,443000
810,2.33,1690000,44710000,1360000,4090000,2360000,1040000,9790000,25980000,21820000,27360000,74930000,242000,1448000,1,대전,30대,,3,59490000,980000,468000
810,2.33,1610000,44890000,1370000,4100000,2350000,1070000,9840000,26000000,22060000,27530000,75100000,234000,1376000,1,대전,30대,,3,59780000,929000,447000
810,2.33,1690000,45410000,1380000,4120000,2380000,1110000,9920000,26200000,22420000,27870000,76100000,259000,1431000,1,대전,30대,,3,60430000,973000,458000
810,2.33,1680000,45590000,1400000,4160000,2400000,1140000,9970000,26090000,22800000,28040000,76660000,264000,1416000,1,대전,30대,,3,60770000,963000,453000
810,2.33,1750000,45630000,1410000,4230000,2450000,1170000,10020000,26010000,23170000,28080000,77170000,260000,1490000,1,대전,30대,,3,61100000,1023000,467000
810,2.34,1700000,44500000,1450000,4260000,2500000,1360000,9860000,25690000,22560000,27820000,75800000,258000,1442000,1,대전,30대,,3,60040000,986000,456000
810,2.34,1580000,44440000,1460000,4250000,2530000,1380000,9920000,25740000,22540000,27990000,75810000,239000,1341000,1,대전,30대,,3,60120000,912000,429000
810,2.35,1760000,44470000,1470000,4310000,2510000,1380000,9890000,25800000,22630000,28140000,75850000,267000,1493000,1,대전,30대,,3,60240000,1016000,477000
810,2.35,1690000,44470000,1490000,4310000,2490000,1370000,9900000,26460000,21960000,28760000,75490000,256000,1434000,1,대전,30대,,3,60240000,981000,453000
810,2.35,1840000,44550000,1490000,4330000,2460000,1370000,9940000,26870000,21660000,29250000,75550000,276000,1564000,1,대전,30대,,3,60390000,1069000,495000
810,2.35,1720000,45100000,1500000,4310000,2440000,1350000,9950000,27380000,21570000,29730000,75630000,257000,1463000,1,대전,30대,,3,60830000,1006000,457000
810,2.35,1800000,45250000,1510000,4330000,2400000,1360000,10040000,27420000,21600000,29870000,75270000,270000,1530000,1,대전,30대,,3,60990000,1047000,483000
811,2.35,1770000,45410000,1510000,4340000,2380000,1370000,10190000,27360000,21740000,29850000,75260000,250000,1520000,1,대전,30대,,3,61220000,1036000,484000
811,2.35,1770000,45750000,1520000,4340000,2350000,1350000,10270000,27360000,22010000,29960000,75520000,261000,1509000,1,대전,30대,,3,61570000,1038000,471000
811,2.35,1770000,45840000,1550000,4350000,2330000,1380000,10290000,27430000,22020000,30110000,75520000,256000,1514000,1,대전,30대,,3,61690000,1021000,493000
811,2.35,1790000,46090000,1570000,4350000,2330000,1390000,10340000,27610000,22000000,30340000,75670000,286000,1504000,1,대전,30대,,3,61910000,1036000,468000
766,2.68,1500000,45680000,1170000,3980000,2760000,750000,8010000,27490000,23410000,23710000,83990000,251000,1249000,1,대구,30대,,3,60690000,840000,409000
809,2.35,1410000,51650000,1290000,3980000,3330000,740000,8790000,31430000,26110000,25240000,93800000,246000,1164000,1,대구,30대,,3,68290000,806000,358000
810,2.35,1360000,51040000,1260000,3900000,3280000,770000,9640000,30380000,25520000,25190000,94350000,219000,1141000,1,대구,30대,,3,67450000,782000,359000
810,2.36,1490000,51310000,1260000,3910000,3280000,790000,9670000,30530000,25720000,25350000,94710000,251000,1239000,1,대구,30대,,3,67830000,847000,392000
810,2.36,1440000,51670000,1280000,3960000,3300000,810000,9670000,30760000,25910000,25650000,95010000,242000,1198000,1,대구,30대,,3,68270000,828000,370000
810,2.36,1570000,52310000,1300000,3990000,3330000,840000,9720000,31110000,26250000,26000000,95880000,256000,1314000,1,대구,30대,,3,69060000,914000,400000
810,2.36,1510000,52360000,1310000,4010000,3340000,960000,9800000,31830000,25780000,25800000,96560000,247000,1263000,1,대구,30대,,3,69400000,883000,380000
811,2.36,1540000,52610000,1330000,4030000,3370000,980000,9800000,32740000,25210000,25890000,96680000,264000,1276000,1,대구,30대,,3,69750000,892000,384000
811,2.37,1580000,52760000,1340000,4070000,3430000,1020000,9820000,33370000,24920000,26200000,96840000,244000,1336000,1,대구,30대,,3,70120000,918000,418000
811,2.36,1480000,53000000,1350000,4090000,3470000,1020000,9910000,33260000,25300000,26260000,97210000,235000,1245000,1,대구,30대,,3,70470000,857000,388000
811,2.37,1560000,53060000,1370000,4110000,3530000,1050000,9890000,33490000,25440000,26290000,97910000,260000,1300000,1,대구,30대,,3,70840000,899000,401000
811,2.37,1560000,52880000,1390000,4170000,3620000,1070000,9940000,33660000,25370000,26430000,98210000,268000,1292000,1,대구,30대,,3,71010000,898000,394000
812,2.37,1640000,52480000,1400000,4230000,3750000,1090000,9940000,33540000,25310000,26390000,98240000,268000,1372000,1,대구,30대,,3,70830000,959000,413000
812,2.4,1610000,52270000,1430000,4260000,3820000,1240000,9970000,33360000,25510000,26340000,98550000,268000,1342000,1,대구,30대,,3,70870000,950000,392000
812,2.4,1510000,52220000,1440000,4300000,3850000,1260000,9960000,33320000,25740000,26540000,98890000,244000,1266000,1,대구,30대,,3,71060000,879000,387000
813,2.41,1670000,52080000,1460000,4350000,3830000,1250000,9980000,33220000,25770000,26800000,99180000,274000,1396000,1,대구,30대,,3,71030000,968000,428000
812,2.42,1580000,52300000,1470000,4400000,3830000,1270000,10010000,33470000,25970000,26980000,99850000,264000,1316000,1,대구,30대,,3,71510000,928000,388000
812,2.42,1750000,52350000,1480000,4460000,3800000,1280000,10040000,33460000,26120000,27000000,100100000,282000,1468000,1,대구,30대,,3,71680000,1019000,449000
812,2.42,1630000,52550000,1500000,4470000,3810000,1270000,10080000,33550000,26320000,27040000,100590000,261000,1369000,1,대구,30대,,3,72020000,954000,415000
813,2.43,1710000,52820000,1520000,4460000,3780000,1260000,10300000,33820000,26050000,27500000,99700000,281000,1429000,1,대구,30대,,3,72250000,1005000,424000
813,2.43,1720000,52680000,1510000,4460000,3810000,1270000,10450000,34230000,25350000,28010000,98730000,257000,1463000,1,대구,30대,,3,72080000,1010000,453000
813,2.44,1680000,52900000,1520000,4460000,3780000,1250000,10530000,34280000,25480000,28390000,98730000,273000,1407000,1,대구,30대,,3,72350000,988000,419000
813,2.44,1690000,52970000,1530000,4490000,3870000,1270000,10570000,35100000,24820000,28630000,98650000,270000,1420000,1,대구,30대,,3,72560000,980000,440000
813,2.44,1730000,53010000,1540000,4520000,3930000,1270000,10590000,35380000,24620000,28700000,98320000,299000,1431000,1,대구,30대,,3,72670000,1000000,431000
752,2.68,1540000,35950000,1100000,4140000,1510000,810000,10060000,21870000,17890000,23600000,65130000,258000,1282000,1,광주,30대,,4,51480000,844000,438000
798,2.39,1480000,40530000,1200000,4160000,1690000,790000,10430000,23890000,20600000,25330000,70840000,251000,1229000,1,광주,30대,,3,56720000,834000,395000
798,2.38,1420000,40540000,1200000,4180000,1700000,870000,10470000,23750000,20920000,25610000,70830000,226000,1194000,1,광주,30대,,3,56930000,803000,391000
798,2.39,1580000,40740000,1200000,4210000,1710000,890000,10530000,23880000,21110000,25920000,71170000,267000,1313000,1,광주,30대,,3,57300000,880000,433000
798,2.39,1520000,41240000,1200000,4230000,1730000,920000,10570000,24200000,21470000,26360000,72060000,253000,1267000,1,광주,30대,,3,58030000,863000,404000
798,2.39,1640000,41650000,1220000,4270000,1740000,940000,10680000,24600000,21570000,26800000,72750000,265000,1375000,1,광주,30대,,3,58640000,932000,443000
799,2.39,1570000,41950000,1220000,4290000,1740000,980000,10720000,24900000,21780000,26940000,73410000,251000,1319000,1,광주,30대,,3,59190000,901000,418000
800,2.39,1620000,42550000,1230000,4300000,1740000,990000,10750000,25310000,22150000,27200000,74440000,272000,1348000,1,광주,30대,,3,60010000,920000,428000
800,2.39,1640000,42860000,1240000,4340000,1860000,1020000,10750000,25870000,22080000,27430000,74890000,248000,1392000,1,광주,30대,,3,60510000,935000,457000
800,2.39,1560000,42810000,1240000,4340000,1890000,1020000,10760000,25940000,22110000,27500000,74670000,243000,1317000,1,광주,30대,,3,60610000,888000,429000
800,2.39,1660000,42890000,1260000,4370000,1920000,1050000,10740000,26410000,22010000,27740000,75110000,275000,1385000,1,광주,30대,,3,60980000,942000,443000
800,2.39,1660000,42720000,1280000,4430000,1950000,1090000,10760000,26370000,22220000,27800000,75580000,283000,1377000,1,광주,30대,,3,61170000,944000,433000
801,2.39,1730000,42730000,1280000,4490000,1960000,1100000,10790000,26270000,22560000,27810000,75920000,282000,1448000,1,광주,30대,,3,61440000,992000,456000
801,2.41,1690000,42150000,1280000,4480000,1980000,1250000,10860000,26020000,22350000,27650000,75520000,269000,1421000,1,광주,30대,,3,61040000,978000,443000
802,2.4,1560000,42250000,1290000,4490000,1970000,1270000,10900000,26230000,22290000,27710000,75860000,249000,1311000,1,광주,30대,,3,61210000,894000,417000
802,2.41,1750000,42190000,1300000,4580000,1970000,1270000,10880000,26510000,22170000,27960000,76110000,286000,1464000,1,광주,30대,,3,61360000,1000000,464000
802,2.41,1680000,42340000,1320000,4620000,1950000,1280000,10900000,26770000,22080000,28190000,76250000,273000,1407000,1,광주,30대,,3,61570000,968000,439000
802,2.42,1830000,42220000,1340000,4660000,1910000,1300000,10890000,26790000,22040000,28420000,76180000,286000,1544000,1,광주,30대,,3,61560000,1058000,486000
802,2.42,1700000,42350000,1340000,4650000,1900000,1280000,10940000,26990000,22000000,28660000,76180000,266000,1434000,1,광주,30대,,3,61750000,985000,449000
802,2.42,1790000,42410000,1350000,4650000,1850000,1300000,10970000,27240000,21720000,28930000,75520000,283000,1507000,1,광주,30대,,3,61770000,1030000,477000
802,2.43,1760000,42750000,1350000,4630000,1850000,1320000,11060000,27350000,21890000,29310000,75430000,258000,1502000,1,광주,30대,,3,62120000,1025000,477000
803,2.43,1770000,43230000,1350000,4620000,1850000,1330000,11120000,27680000,21990000,29660000,75680000,276000,1494000,1,광주,30대,,3,62590000,1026000,468000
802,2.44,1750000,44030000,1370000,4630000,1840000,1340000,11090000,28000000,22300000,29620000,76030000,266000,1484000,1,광주,30대,,3,63240000,1002000,482000
802,2.44,1790000,44580000,1370000,4680000,1840000,1370000,11230000,28020000,22970000,29740000,77130000,301000,1489000,1,광주,30대,,3,64060000,1029000,460000
758,2.69,1540000,41670000,1300000,4090000,2670000,940000,6570000,28280000,18570000,22280000,75810000,276000,1264000,1,부산,30대,,4,55340000,832000,432000
801,2.36,1480000,46430000,1430000,4160000,3140000,950000,7280000,31300000,20580000,23740000,83350000,268000,1212000,1,부산,30대,,3,61260000,813000,399000
801,2.36,1400000,46420000,1440000,4190000,3160000,1010000,7320000,31190000,20750000,23860000,83600000,239000,1161000,1,부산,30대,,3,61390000,773000,388000
801,2.36,1550000,46740000,1430000,4190000,3160000,1050000,7330000,31180000,21160000,24010000,83930000,274000,1276000,1,부산,30대,,3,61780000,850000,426000
801,2.36,1490000,47380000,1440000,4230000,3210000,1080000,7360000,31510000,21640000,24210000,85060000,261000,1229000,1,부산,30대,,3,62640000,830000,399000
801,2.37,1600000,47940000,1450000,4250000,3230000,1130000,7430000,31930000,22000000,24510000,86000000,278000,1322000,1,부산,30대,,3,63490000,896000,426000
802,2.37,1560000,48440000,1460000,4240000,3290000,1180000,7500000,32160000,22390000,24640000,86900000,266000,1294000,1,부산,30대,,3,64180000,879000,415000
803,2.37,1590000,49070000,1460000,4250000,3310000,1220000,7530000,32610000,22650000,24790000,87790000,281000,1309000,1,부산,30대,,3,64930000,893000,416000
803,2.38,1620000,49670000,1470000,4280000,3460000,1260000,7550000,33100000,23060000,25000000,88840000,263000,1357000,1,부산,30대,,3,65860000,913000,444000
