cluster,avg_score,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,credit_loan,mortgage_loan,inst_rep_loanb,ls_rep_loanb
1,807,72600000,54350000,1590000,4560000,4000000,1650000,28850000,95240000,36280000,25710000
1,807,73140000,54840000,1620000,4590000,3970000,1670000,28970000,95700000,36380000,26100000
1,807,73460000,55160000,1620000,4600000,3980000,1670000,28960000,95970000,36440000,26310000
1,761,63920000,44350000,1060000,4490000,4160000,840000,25120000,82060000,30900000,23140000
5,803,69230000,47930000,1150000,4530000,4780000,800000,26070000,88310000,33410000,25260000
5,804,68990000,47630000,1160000,4520000,4850000,870000,26120000,87970000,33260000,25170000
5,804,69440000,47890000,1160000,4540000,4930000,890000,26240000,88620000,33180000,25640000
5,804,70210000,48460000,1180000,4570000,4960000,920000,26640000,89180000,33920000,25620000
5,804,70950000,48810000,1190000,4620000,5040000,960000,26780000,89910000,34400000,25790000
5,804,71760000,49390000,1210000,4640000,5070000,1010000,26930000,91260000,34660000,26290000
5,805,72330000,49870000,1240000,4650000,5070000,1030000,27080000,91870000,34750000,26720000
5,804,73240000,50440000,1250000,4690000,5330000,1080000,27350000,92810000,35380000,26950000
5,804,74060000,51300000,1260000,4650000,5370000,1090000,27540000,93480000,35400000,27760000
5,804,74670000,51640000,1280000,4670000,5450000,1120000,27720000,94200000,35680000,28040000
5,805,74830000,51450000,1290000,4740000,5560000,1140000,27850000,94630000,35580000,28230000
5,805,75260000,51510000,1300000,4820000,5680000,1150000,28040000,95250000,35560000,28630000
5,806,75730000,51740000,1300000,4820000,5790000,1310000,28230000,95980000,35780000,28890000
5,806,76290000,52280000,1320000,4850000,5800000,1330000,28610000,96660000,36220000,28990000
5,806,76440000,52280000,1330000,4950000,5760000,1340000,28600000,96680000,36540000,28890000
5,806,76860000,52630000,1350000,4950000,5720000,1370000,28600000,97430000,36630000,29230000
5,805,77240000,52900000,1360000,5010000,5710000,1380000,28620000,98060000,36830000,29400000
5,805,78020000,53580000,1370000,5020000,5700000,1380000,28830000,98880000,36120000,30830000
5,806,78710000,54310000,1390000,5000000,5680000,1390000,28900000,99110000,35950000,31590000
5,806,78650000,54270000,1390000,4990000,5640000,1410000,29430000,98460000,36040000,31300000
5,806,78770000,54270000,1410000,4980000,5590000,1610000,30260000,98440000,36490000,30650000
5,806,79150000,54620000,1420000,4990000,5580000,1640000,30990000,98550000,36940000,30750000
5,806,79130000,54590000,1430000,4980000,5650000,1440000,31140000,98590000,37440000,30140000
1,757,57110000,44480000,1130000,4080000,2450000,990000,26360000,73020000,28530000,19300000
1,802,63370000,50220000,1260000,4060000,2900000,970000,28130000,80870000,32130000,20810000
1,802,63790000,50450000,1260000,4090000,2900000,1040000,28340000,81340000,32050000,21330000
1,803,64380000,51020000,1250000,4090000,2880000,1060000,28530000,81640000,31960000,22040000
1,803,65030000,51530000,1260000,4110000,2870000,1100000,28680000,82340000,32060000,22570000
1,803,65860000,52200000,1270000,4160000,2870000,1120000,29010000,83140000,32330000,23060000
1,803,66560000,52720000,1280000,4170000,2880000,1180000,29250000,84000000,32660000,23420000
1,804,67450000,53460000,1300000,4200000,2870000,1190000,29560000,85040000,33150000,23780000
1,804,68500000,54230000,1300000,4220000,2940000,1220000,29880000,86250000,33750000,24220000
1,804,69100000,54680000,1310000,4210000,2960000,1220000,30030000,86850000,33810000,24730000
1,804,70060000,55360000,1330000,4240000,2990000,1250000,30370000,88030000,34220000,25250000
1,805,70680000,55700000,1340000,4280000,3060000,1280000,30610000,88810000,34470000,25620000
1,805,71070000,55820000,1340000,4330000,3110000,1310000,30710000,89400000,34480000,25980000
1,806,71500000,55980000,1350000,4330000,3130000,1470000,30800000,90030000,34390000,26520000
1,806,71890000,56290000,1350000,4320000,3130000,1480000,30950000,90630000,34560000,26750000
1,807,72200000,56460000,1360000,4390000,3120000,1490000,31200000,91100000,34520000,27100000
1,807,72770000,56860000,1360000,4400000,3090000,1500000,31380000,91770000,34520000,27700000
1,807,73070000,57000000,1380000,4450000,3060000,1520000,31630000,92080000,34460000,28060000
1,807,73800000,57570000,1380000,4490000,3060000,1510000,31970000,92740000,34650000,28550000
1,807,74660000,58390000,1380000,4490000,3020000,1520000,32600000,92990000,34900000,28980000
1,808,75230000,58840000,1380000,4490000,2990000,1530000,33360000,92950000,35210000,29060000
1,808,75870000,59440000,1380000,4470000,2960000,1560000,33840000,93460000,35520000,29300000
1,808,76550000,59960000,1390000,4490000,2960000,1600000,34260000,93970000,35850000,29620000
1,808,77040000,60350000,1390000,4510000,2980000,1610000,34610000,94450000,36110000,29800000
1,743,40890000,27980000,930000,5140000,1390000,800000,22830000,49480000,17090000,13770000
1,786,44490000,30400000,1050000,5200000,1660000,820000,23780000,54530000,18510000,15110000
1,787,44630000,30380000,1060000,5230000,1680000,870000,23970000,54510000,18500000,15240000
1,787,44880000,30570000,1060000,5260000,1700000,900000,24060000,54860000,18410000,15580000
1,787,45310000,30870000,1060000,5290000,1710000,920000,24200000,55240000,18560000,15880000
1,788,45740000,31080000,1070000,5370000,1720000,940000,24470000,55650000,18700000,16140000
1,788,46050000,31350000,1080000,5370000,1730000,990000,24700000,55800000,18760000,16440000
1,789,46600000,31760000,1090000,5390000,1740000,1030000,24930000,56440000,18970000,16790000
1,789,47230000,32110000,1100000,5410000,1860000,1070000,25180000,57040000,19270000,17090000
1,790,47670000,32310000,1100000,5440000,1870000,1100000,25310000,57620000,19300000,17460000
1,790,48210000,32680000,1120000,5450000,1910000,1160000,25710000,58140000,19730000,17550000
1,790,48820000,33100000,1140000,5500000,1920000,1200000,26260000,58870000,20080000,17680000
1,790,49310000,33280000,1150000,5560000,2010000,1270000,26390000,59360000,20370000,17820000
1,791,49500000,33120000,1150000,5530000,2000000,1440000,26320000,59540000,20320000,18100000
1,791,49920000,33620000,1150000,5490000,2000000,1430000,26420000,60190000,20310000,18570000
1,792,50100000,33550000,1150000,5540000,1970000,1460000,26500000,60330000,20140000,18990000
1,792,50380000,33660000,1170000,5550000,1960000,1500000,26630000,60540000,20190000,19280000
1,792,50770000,33880000,1170000,5560000,2000000,1540000,26930000,60780000,20300000,19530000
1,792,51480000,34450000,1170000,5580000,1990000,1550000,27190000,60960000,20480000,20070000
1,793,51950000,34810000,1180000,5610000,1960000,1600000,27380000,61200000,20700000,20260000
1,793,52390000,35070000,1180000,5610000,1940000,1620000,27670000,61400000,20720000,20630000
1,793,52760000,35350000,1180000,5590000,1930000,1630000,27870000,61690000,20770000,20870000
1,793,53240000,35710000,1200000,5620000,1990000,1690000,28320000,62030000,20950000,21100000
1,794,54030000,36400000,1210000,5650000,2000000,1690000,28780000,62920000,21260000,21520000
1,750,50040000,33020000,940000,4580000,2960000,880000,22990000,62400000,22340000,17520000
1,792,53690000,35190000,1030000,4740000,3480000,900000,23680000,67030000,24140000,18870000
1,792,53860000,35280000,1030000,4780000,3430000,970000,23770000,67160000,24250000,18860000
1,793,54410000,35750000,1040000,4800000,3400000,1000000,23830000,67720000,24320000,19310000
1,792,54590000,35670000,1060000,4830000,3390000,1020000,23960000,67630000,24340000,19470000
1,792,55540000,36360000,1070000,4890000,3410000,1030000,24140000,68810000,24460000,20270000
1,793,55660000,36260000,1060000,4890000,3430000,1080000,24320000,68970000,24730000,20120000
1,794,56060000,36520000,1090000,4930000,3400000,1110000,24540000,69420000,24980000,20240000
1,794,56650000,36740000,1090000,4980000,3540000,1150000,24740000,70200000,25330000,20470000
1,794,56610000,36580000,1110000,4950000,3550000,1180000,24700000,70190000,25090000,20660000
1,794,56980000,36830000,1120000,4960000,3580000,1220000,24830000,70640000,25360000,20770000
1,794,57140000,36860000,1140000,4980000,3590000,1260000,24990000,70830000,25340000,20910000
1,794,57060000,36560000,1140000,4990000,3600000,1310000,25090000,70610000,25240000,20970000
1,795,57660000,37090000,1150000,4960000,3630000,1490000,25570000,71300000,24940000,21820000
1,796,57590000,37030000,1160000,4970000,3600000,1500000,25730000,71220000,25050000,21700000
1,795,57850000,37050000,1180000,5070000,3600000,1590000,25980000,71630000,25020000,21990000
1,796,58070000,37050000,1200000,5110000,3570000,1610000,26190000,71800000,25170000,22070000
1,796,58340000,37200000,1210000,5160000,3550000,1630000,26330000,72220000,25150000,22380000
1,796,58950000,37680000,1220000,5170000,3540000,1630000,26470000,72900000,25360000,22640000
1,796,59330000,37930000,1230000,5180000,3490000,1710000,26750000,72870000,25360000,22980000
1,796,59370000,37940000,1250000,5180000,3450000,1730000,27040000,72530000,25290000,23020000
1,797,59780000,38310000,1260000,5150000,3420000,1720000,27210000,72830000,25300000,23370000
1,797,60390000,38930000,1270000,5190000,3390000,1750000,27510000,73530000,25420000,23890000
1,797,60820000,39190000,1280000,5200000,3460000,1820000,27770000,73920000,25620000,24120000
1,750,55950000,40430000,1020000,4770000,2600000,1170000,25230000,68110000,24730000,21450000
1,792,59280000,42910000,1140000,4930000,3000000,1170000,26020000,72090000,26880000,22100000
1,792,59660000,43080000,1140000,4940000,2980000,1240000,26150000,72550000,27060000,22290000
1,793,60110000,43540000,1140000,4960000,2960000,1270000,26300000,73160000,27090000,22680000
1,793,60540000,43760000,1150000,5000000,2970000,1240000,26570000,73760000,27240000,22950000
1,793,61430000,44340000,1170000,5060000,2980000,1260000,26790000,74730000,27420000,23620000
1,793,61810000,44540000,1190000,5070000,3000000,1320000,26780000,75330000,27530000,23860000
1,794,62510000,45140000,1210000,5090000,2990000,1360000,27020000,76120000,27710000,24330000
1,794,63260000,45440000,1220000,5130000,3100000,1390000,27300000,77010000,28310000,24450000
1,794,63050000,45050000,1230000,5140000,3120000,1400000,27470000,76620000,27970000,24540000
1,794,63830000,45600000,1260000,5170000,3140000,1340000,27980000,77580000,28570000,24640000
1,794,64100000,45690000,1280000,5200000,3170000,1380000,28250000,77990000,28790000,24660000
1,794,64470000,45770000,1300000,5270000,3200000,1390000,28340000,78640000,28720000,25070000
1,795,64820000,45710000,1300000,5300000,3250000,1550000,28440000,79170000,28910000,25250000
1,795,65140000,45920000,1300000,5310000,3300000,1590000,28770000,79530000,29250000,25220000
1,796,65390000,45990000,1320000,5370000,3340000,1590000,29040000,79820000,29460000,25270000
1,796,65960000,46270000,1330000,5410000,3340000,1680000,29240000,80380000,29550000,25830000
1,795,66050000,46040000,1360000,5450000,3320000,1740000,29320000,80570000,29530000,25950000
1,796,66210000,46110000,1370000,5440000,3310000,1720000,29310000,80640000,29710000,25910000
1,796,66330000,45970000,1390000,5460000,3300000,1740000,29750000,80150000,30100000,25560000
1,796,66370000,45850000,1410000,5470000,3280000,1780000,30210000,79630000,30400000,25180000
1,796,66690000,46090000,1420000,5460000,3250000,1770000,30350000,80030000,30600000,25250000
1,796,66880000,46160000,1440000,5490000,3230000,1840000,30660000,80230000,31000000,25040000
1,796,66940000,46160000,1450000,5490000,3230000,1830000,30720000,80220000,31030000,25020000
1,744,46820000,31780000,1000000,4590000,2520000,840000,23780000,57860000,19190000,16540000
1,786,50540000,34250000,1110000,4670000,2880000,860000,24870000,62510000,20590000,18160000
1,786,50720000,34340000,1120000,4690000,2920000,910000,25020000,62500000,20660000,18230000
1,786,50830000,34370000,1120000,4680000,2970000,930000,25100000,62070000,20670000,18350000
1,786,51190000,34550000,1140000,4700000,2980000,950000,25260000,62400000,20830000,18530000
1,786,51620000,34750000,1170000,4750000,3010000,990000,25580000,62860000,21100000,18620000
1,786,52050000,34990000,1180000,4770000,3020000,1040000,25760000,63400000,21320000,18840000
1,788,52640000,35450000,1190000,4820000,3030000,1040000,26010000,64150000,21610000,19110000
1,788,53070000,35690000,1200000,4850000,3130000,1080000,26160000,64520000,21880000,19260000
1,788,53250000,35820000,1200000,4830000,3160000,1100000,26240000,64680000,21870000,19410000
1,788,53640000,36040000,1220000,4840000,3180000,1130000,26390000,65120000,22080000,19580000
1,788,54040000,36260000,1240000,4880000,3230000,1160000,26640000,65650000,22300000,19680000
1,789,54410000,36470000,1240000,4900000,3260000,1190000,26690000,66170000,22340000,20040000
1,790,54250000,35990000,1260000,4850000,3290000,1320000,26700000,65790000,22260000,19940000
1,790,54610000,36390000,1260000,4820000,3280000,1340000,26810000,66220000,22330000,20190000
1,790,54700000,36380000,1280000,4860000,3240000,1350000,26870000,66400000,22270000,20370000
1,790,55060000,36590000,1290000,4890000,3230000,1330000,27050000,67020000,22450000,20550000
1,790,55320000,36740000,1320000,4940000,3190000,1350000,27330000,67320000,22600000,20650000
1,790,55680000,37110000,1340000,4940000,3170000,1330000,27470000,67730000,22830000,20760000
1,791,56180000,37670000,1350000,4960000,3140000,1330000,27800000,67910000,23060000,20930000
1,791,56680000,38190000,1350000,4940000,3110000,1360000,28010000,68350000,23230000,21180000
1,791,56820000,38290000,1360000,4940000,3090000,1360000,28100000,68320000,23340000,21100000
1,791,57250000,38450000,1380000,4950000,3050000,1400000,28330000,68630000,23390000,21260000
1,791,57710000,38800000,1390000,4940000,3050000,1410000,28620000,69220000,23490000,21540000
1,741,44290000,29580000,970000,4740000,1300000,720000,23270000,54320000,18090000,15800000
1,782,46980000,31010000,1080000,4790000,1490000,750000,24020000,57830000,18760000,17450000
1,782,47250000,31060000,1080000,4830000,1510000,820000,24170000,57950000,18750000,17750000
1,782,47720000,31520000,1070000,4860000,1500000,850000,24480000,58370000,18850000,18040000
1,782,48240000,31900000,1090000,4890000,1510000,880000,24780000,59070000,18980000,18390000
1,783,48600000,32150000,1100000,4900000,1540000,900000,25050000,59420000,19220000,18470000
1,783,49180000,32570000,1120000,4930000,1550000,940000,25270000,60180000,19410000,18790000
1,784,49640000,32920000,1140000,4940000,1560000,940000,25550000,60650000,19740000,18860000
1,784,50120000,33180000,1160000,4960000,1660000,970000,25740000,61120000,20110000,18960000
1,784,50310000,33250000,1160000,4970000,1690000,960000,25890000,61320000,20130000,19090000
1,784,50760000,33550000,1180000,5000000,1710000,1000000,26180000,61670000,20460000,19120000
1,785,50920000,33500000,1210000,5060000,1740000,1030000,26350000,61710000,20530000,19140000
1,785,51190000,33670000,1210000,5110000,1730000,1060000,26510000,61980000,20540000,19440000
1,786,51520000,34000000,1220000,5110000,1710000,1230000,26680000,62240000,20630000,19620000
1,786,51650000,34090000,1230000,5080000,1690000,1250000,26710000,62440000,20620000,19850000
1,787,51600000,33970000,1240000,5120000,1700000,1270000,26940000,62040000,20640000,19830000
1,787,51660000,33830000,1250000,5140000,1680000,1290000,27010000,62110000,20790000,19740000
1,787,51870000,33970000,1270000,5150000,1670000,1310000,27310000,62160000,20870000,19810000
1,787,52160000,34200000,1290000,5190000,1640000,1340000,27740000,62270000,21290000,19640000
1,788,53410000,35410000,1300000,5190000,1630000,1380000,28370000,63430000,21890000,20130000
1,788,53730000,35650000,1310000,5180000,1590000,1390000,28700000,63450000,22010000,20210000
1,789,54040000,35930000,1310000,5170000,1570000,1410000,28820000,63610000,22260000,20300000
1,788,54620000,36480000,1330000,5170000,1550000,1450000,29110000,63960000,22430000,20670000
1,789,55050000,36760000,1320000,5190000,1560000,1460000,29260000,64270000,22580000,20960000
1,753,51240000,35860000,1030000,4330000,1970000,840000,21630000,66320000,20220000,21340000
1,792,54780000,38240000,1140000,4490000,2250000,870000,22250000,70790000,21240000,23290000
1,792,54810000,38130000,1150000,4500000,2250000,930000,22670000,71220000,21420000,22870000
1,793,55080000,38270000,1140000,4500000,2240000,960000,22930000,71320000,21620000,22950000
1,793,55370000,38430000,1150000,4540000,2250000,990000,23240000,71490000,21810000,23040000
1,793,55840000,38860000,1170000,4590000,2260000,1020000,23430000,71810000,22210000,23090000
1,793,56600000,39280000,1180000,4620000,2270000,1090000,23580000,72970000,22500000,23480000
1,793,57050000,39560000,1200000,4640000,2280000,1130000,23760000,73410000,22760000,23630000
1,793,57820000,40020000,1220000,4670000,2400000,1170000,23850000,74500000,23160000,23910000
1,793,58560000,40650000,1220000,4680000,2390000,1160000,23850000,75590000,23140000,24690000
1,793,58950000,40940000,1230000,4720000,2430000,1190000,24060000,76120000,23290000,24870000
1,793,59310000,41110000,1250000,4770000,2470000,1210000,24240000,76620000,23290000,25200000
1,794,59540000,41160000,1250000,4840000,2470000,1230000,24410000,76940000,23660000,25050000
1,795,60370000,41790000,1260000,4830000,2470000,1400000,24580000,78170000,23890000,25560000
1,795,60850000,42310000,1270000,4820000,2460000,1430000,24800000,78870000,24020000,25870000
1,795,61130000,42400000,1280000,4880000,2460000,1400000,25030000,79360000,24290000,25880000
1,795,61270000,42460000,1300000,4890000,2430000,1400000,25220000,79480000,24280000,26000000
1,795,61220000,42380000,1310000,4920000,2420000,1430000,25280000,79350000,24390000,25840000
1,795,61270000,42360000,1320000,4950000,2410000,1410000,25790000,79270000,24640000,25580000
1,796,61630000,42630000,1330000,4950000,2420000,1430000,26340000,79160000,25150000,25340000
1,796,61600000,42510000,1350000,4940000,2390000,1450000,27030000,78550000,25810000,24520000
1,796,61680000,42610000,1340000,4930000,2410000,1430000,27400000,78240000,26120000,24260000
1,796,61870000,42710000,1360000,4940000,2420000,1450000,27570000,78310000,26450000,24050000
1,796,61820000,42670000,1370000,4970000,2400000,1470000,27440000,78280000,26630000,23770000
1,754,55190000,40620000,1080000,4530000,2600000,870000,23650000,72500000,25450000,20690000
1,794,60010000,44140000,1190000,4640000,3050000,880000,24830000,78420000,27680000,22570000
1,794,60150000,44160000,1200000,4650000,3080000,940000,24800000,78800000,27540000,22770000
1,795,60670000,44560000,1190000,4660000,3100000,970000,25000000,79320000,27560000,23250000
1,795,61090000,44910000,1200000,4680000,3110000,1010000,25270000,79920000,27710000,23490000
1,795,61620000,45310000,1220000,4720000,3140000,1030000,25610000,80370000,27910000,23760000
1,795,62120000,45710000,1220000,4740000,3170000,1080000,25860000,80900000,27980000,24170000
1,796,62750000,46280000,1240000,4740000,3180000,1110000,25950000,81820000,28300000,24450000
1,795,63550000,46780000,1240000,4780000,3380000,1140000,26190000,82570000,28840000,24690000
1,796,64020000,47120000,1260000,4770000,3420000,1140000,26410000,83280000,28880000,25090000
1,795,64610000,47570000,1270000,4790000,3480000,1170000,26840000,83820000,29160000,25390000
1,795,65100000,47780000,1290000,4840000,3530000,1200000,27040000,84360000,29150000,25910000
1,795,65290000,47800000,1300000,4900000,3590000,1220000,27480000,84460000,29080000,26150000
1,796,65740000,48040000,1300000,4880000,3620000,1380000,27600000,85180000,29020000,26680000
1,797,66230000,48550000,1300000,4870000,3600000,1400000,27750000,85820000,29380000,26780000
1,797,66420000,48440000,1320000,4970000,3610000,1400000,27830000,86160000,29570000,26760000
1,797,66550000,48560000,1340000,4980000,3570000,1410000,27980000,86260000,29890000,26580000
1,797,66560000,48410000,1360000,5040000,3560000,1440000,28060000,86290000,29940000,26480000
1,797,66800000,48570000,1380000,5080000,3550000,1430000,28100000,86670000,30160000,26430000
1,797,67430000,49040000,1390000,5080000,3530000,1450000,28410000,86910000,30300000,26830000
1,797,67590000,49220000,1400000,5090000,3490000,1460000,28610000,86510000,30460000,26690000
1,798,67640000,49330000,1410000,5080000,3460000,1460000,28640000,86410000,30630000,26500000
1,798,67870000,49480000,1420000,5090000,3430000,1490000,28860000,86440000,30680000,26630000
1,798,67920000,49460000,1420000,5140000,3400000,1500000,28800000,86260000,30720000,26600000
1,738,45710000,31060000,870000,4940000,510000,810000,22380000,61770000,14600000,20530000
1,784,52470000,36200000,970000,4970000,580000,790000,24290000,71830000,15770000,24710000
1,784,53450000,37000000,980000,5030000,580000,840000,24470000,73560000,16180000,25090000
1,785,54510000,38070000,980000,5060000,580000,840000,24470000,75430000,16510000,25710000
1,785,55560000,39030000,980000,5070000,630000,870000,24830000,76680000,17030000,26170000
1,785,56930000,40080000,990000,5150000,660000,890000,25320000,78740000,17530000,26790000
1,786,58070000,40830000,990000,5160000,670000,930000,25560000,80530000,18130000,27290000
1,787,59300000,41780000,1000000,5170000,660000,970000,25870000,82220000,18610000,28050000
1,787,60530000,42780000,1020000,5200000,730000,1020000,26290000,83920000,19250000,28500000
1,787,61380000,43570000,1030000,5220000,760000,1030000,26540000,84880000,19420000,29170000
1,787,62580000,44610000,1070000,5300000,770000,1060000,26870000,87040000,19890000,29890000
1,787,63350000,45070000,1090000,5390000,800000,1120000,27420000,88270000,20480000,29950000
1,788,64540000,45990000,1110000,5500000,870000,1190000,27840000,90670000,21170000,30350000
1,788,65150000,46230000,1100000,5520000,870000,1370000,27490000,91980000,21610000,30640000
1,788,65960000,47150000,1110000,5500000,880000,1400000,27440000,93350000,21910000,31070000
1,788,66780000,47700000,1140000,5530000,910000,1470000,27500000,94890000,22420000,31350000
1,789,67500000,48250000,1140000,5540000,910000,1500000,27520000,96590000,22890000,31660000
1,789,67570000,48180000,1160000,5610000,910000,1550000,27600000,96820000,23100000,31540000
1,789,68420000,48890000,1150000,5670000,930000,1500000,27810000,97730000,23560000,31910000
1,789,68930000,49210000,1160000,5700000,940000,1530000,27970000,97670000,23810000,32080000
1,789,69210000,49580000,1170000,5700000,950000,1580000,27970000,97530000,24110000,32060000
1,789,69290000,49840000,1160000,5660000,960000,1570000,28040000,97530000,24260000,31970000
1,790,69870000,50180000,1180000,5700000,980000,1670000,28320000,98210000,24670000,31990000
1,790,70120000,50260000,1190000,5690000,1030000,1690000,28400000,98520000,25140000,31860000
1,748,61920000,48370000,900000,4440000,2200000,960000,29870000,74390000,28640000,22010000
1,788,68230000,53790000,1010000,4500000,2570000,970000,31820000,81350000,31870000,23900000
1,789,68440000,53850000,1020000,4520000,2580000,1030000,32000000,81600000,31740000,24180000
1,789,68980000,54350000,1010000,4520000,2560000,1060000,32220000,81950000,31690000,24790000
1,789,69670000,54900000,1020000,4540000,2560000,1090000,32490000,82700000,31900000,25240000
1,789,70550000,55580000,1030000,4590000,2580000,1120000,32820000,83620000,32260000,25680000
1,790,71290000,56110000,1040000,4600000,2590000,1190000,33060000,84480000,32670000,25980000
1,791,72170000,56860000,1060000,4620000,2590000,1220000,33370000,85470000,33230000,26260000
1,790,73210000,57620000,1060000,4640000,2700000,1260000,33690000,86560000,33930000,26570000
1,791,73800000,58080000,1070000,4640000,2720000,1260000,33880000,87130000,34050000,27010000
1,791,74730000,58800000,1090000,4650000,2760000,1290000,34230000,88250000,34520000,27440000
1,791,75300000,59130000,1100000,4700000,2820000,1320000,34450000,89030000,34750000,27750000
1,791,75600000,59180000,1110000,4750000,2880000,1340000,34590000,89470000,34720000,28050000
1,791,75630000,58960000,1120000,4750000,2890000,1500000,34630000,89580000,34470000,28350000
1,792,75970000,59280000,1130000,4740000,2890000,1510000,34790000,90090000,34650000,28530000
1,792,76330000,59490000,1140000,4800000,2880000,1520000,35060000,90600000,34690000,28850000
1,792,76860000,59890000,1150000,4830000,2860000,1530000,35310000,91180000,34880000,29190000
1,792,77200000,60100000,1160000,4870000,2840000,1550000,35580000,91540000,34940000,29440000
1,792,77860000,60680000,1170000,4900000,2820000,1520000,35940000,92010000,35220000,29760000
1,793,78610000,61400000,1170000,4890000,2800000,1530000,36510000,92130000,35470000,30050000
1,793,79170000,61920000,1170000,4880000,2770000,1550000,37120000,92170000,35740000,30150000
1,793,79680000,62400000,1180000,4860000,2750000,1560000,37510000,92510000,36030000,30270000
1,793,80270000,62890000,1190000,4870000,2750000,1590000,37880000,92960000,36260000,30590000
1,793,80700000,63230000,1200000,4890000,2760000,1590000,38150000,93260000,36420000,30780000
1,770,46830000,34740000,1440000,3220000,2320000,840000,20480000,70170000,21660000,16280000
1,818,51480000,38360000,1580000,3310000,2760000,830000,21230000,77470000,24320000,17780000
1,818,51730000,38500000,1580000,3310000,2770000,890000,21350000,77780000,24300000,17990000
1,819,52080000,38800000,1570000,3330000,2770000,900000,21470000,78140000,24300000,18340000
1,819,52540000,39140000,1580000,3350000,2770000,930000,21630000,78670000,24420000,18670000
1,819,53140000,39580000,1600000,3400000,2790000,940000,21890000,79310000,24650000,18980000
1,819,53610000,39900000,1600000,3410000,2800000,980000,22020000,80080000,24880000,19200000
1,820,54220000,40390000,1620000,3430000,2800000,1000000,22210000,80880000,25240000,19420000
1,820,54890000,40840000,1630000,3470000,2880000,1030000,22440000,81730000,25680000,19630000
1,820,55350000,41180000,1630000,3480000,2900000,1030000,22550000,82220000,25800000,19940000
1,820,56020000,41650000,1640000,3500000,2940000,1060000,22810000,83110000,26150000,20230000
1,820,56470000,41870000,1660000,3540000,3000000,1080000,22990000,83710000,26350000,20460000
1,820,56780000,41980000,1660000,3580000,3060000,1110000,23110000,84190000,26430000,20660000
1,820,56890000,41860000,1670000,3580000,3080000,1270000,23180000,84320000,26320000,20910000
1,821,57190000,42100000,1670000,3590000,3090000,1290000,23330000,84760000,26450000,21070000
1,821,57490000,42240000,1680000,3650000,3080000,1300000,23510000,85240000,26560000,21260000
1,821,57900000,42530000,1690000,3660000,3060000,1320000,23710000,85740000,26720000,21500000
1,821,58140000,42680000,1700000,3700000,3040000,1340000,23900000,86020000,26810000,21620000
1,821,58650000,43120000,1710000,3720000,3030000,1330000,24170000,86670000,27050000,21870000
1,821,59090000,43520000,1710000,3720000,3000000,1360000,24520000,86370000,27220000,22040000
1,821,59290000,43680000,1710000,3720000,2980000,1370000,24880000,85910000,27350000,22020000
1,822,59580000,43930000,1710000,3720000,2970000,1400000,25120000,86070000,27530000,22070000
1,822,59940000,44220000,1720000,3730000,2960000,1430000,25380000,86260000,27690000,22230000
1,822,60170000,44430000,1720000,3750000,2950000,1430000,25570000,86320000,27790000,22340000
5,769,86830000,73790000,1630000,3010000,3420000,860000,35780000,117710000,42050000,27110000
5,805,88870000,75310000,1670000,2990000,3530000,880000,35280000,121880000,42880000,28460000
5,805,89150000,75450000,1670000,3000000,3540000,940000,35360000,122320000,43040000,28570000
5,806,89510000,75760000,1660000,3010000,3530000,960000,35520000,122630000,43130000,28840000
5,806,90020000,76180000,1680000,3030000,3530000,980000,35680000,123250000,43330000,29120000
5,807,90750000,76720000,1690000,3070000,3550000,1010000,35940000,124000000,43770000,29340000
5,807,91370000,77150000,1700000,3070000,3570000,1050000,36100000,124950000,44180000,29520000
5,808,92160000,77820000,1720000,3090000,3590000,1090000,36310000,125920000,44810000,29630000
5,808,93050000,78410000,1740000,3120000,3700000,1120000,36510000,126900000,45550000,29760000
5,809,93580000,78790000,1750000,3130000,3730000,1130000,36550000,127380000,45900000,29900000
5,809,94620000,79590000,1770000,3140000,3780000,1160000,36710000,128710000,46560000,30230000
5,810,95190000,79980000,1790000,3170000,3860000,1170000,36860000,129390000,46960000,30360000
5,810,95630000,80180000,1790000,3210000,3910000,1190000,36940000,130130000,47130000,30540000
5,812,95370000,79790000,1820000,3220000,3940000,1300000,36910000,130070000,47030000,30420000
5,813,95460000,79850000,1830000,3250000,3930000,1320000,37030000,130220000,47210000,30350000
5,813,95820000,80050000,1840000,3300000,3930000,1320000,37140000,130820000,47330000,30550000
5,814,96270000,80460000,1840000,3330000,3920000,1330000,37310000,131260000,47640000,30690000
5,814,96720000,80780000,1860000,3400000,3910000,1350000,37470000,131820000,47880000,30860000
5,814,97470000,81440000,1860000,3420000,3880000,1330000,37730000,132720000,48310000,31170000
5,814,98370000,82280000,1870000,3430000,3870000,1340000,38350000,132840000,48640000,31510000
5,815,98980000,82850000,1880000,3450000,3830000,1360000,38830000,132900000,48820000,31760000
5,815,99420000,83220000,1890000,3440000,3820000,1380000,39190000,133120000,48870000,32020000
5,815,99810000,83540000,1910000,3480000,3810000,1410000,39520000,133260000,48770000,32440000
5,816,100210000,83910000,1910000,3510000,3810000,1430000,39750000,133390000,48660000,32860000
5,736,73290000,58320000,1590000,4160000,3770000,890000,25590000,91930000,43150000,19490000
5,775,74740000,59500000,1610000,4110000,3800000,870000,25360000,93800000,43810000,20200000
5,775,74750000,59370000,1620000,4120000,3840000,920000,25380000,93870000,43600000,20400000
